district_ks,year,month,day,desc_party,count
KS0038,2015,11,5,Unaffiliated,10324
KS0039,2015,11,5,Democratic,5768
KS0039,2015,11,5,Libertarian,218
KS0039,2015,11,5,Republican,19435
KS0039,2015,11,5,Unaffiliated,9959
KS0040,2015,11,5,Democratic,8267
KS0040,2015,11,5,Libertarian,305
KS0040,2015,11,5,Republican,27440
KS0040,2015,11,5,Unaffiliated,10952
district_ks,2015,11,5,desc_party,105
,2015,11,19,Democratic,258
,2015,11,19,Libertarian,32
,2015,11,19,Republican,321
,2015,11,19,Unaffiliated,670
KS0001,2015,11,19,Democratic,9947
KS0001,2015,11,19,Libertarian,227
KS0001,2015,11,19,Republican,22341
KS0001,2015,11,19,Unaffiliated,13018
KS0002,2015,11,19,Democratic,19243
KS0002,2015,11,19,Libertarian,609
KS0002,2015,11,19,Republican,16916
KS0002,2015,11,19,Unaffiliated,20617
KS0003,2015,11,19,Democratic,14369
KS0003,2015,11,19,Libertarian,466
KS0003,2015,11,19,Republican,17362
KS0003,2015,11,19,Unaffiliated,18371
KS0004,2015,11,19,Democratic,19902
KS0004,2015,11,19,Libertarian,158
KS0004,2015,11,19,Republican,3385
KS0004,2015,11,19,Unaffiliated,8954
KS0005,2015,11,19,Democratic,12624
KS0005,2015,11,19,Libertarian,341
KS0005,2015,11,19,Republican,13432
KS0005,2015,11,19,Unaffiliated,14146
KS0006,2015,11,19,Democratic,12733
KS0006,2015,11,19,Libertarian,249
KS0006,2015,11,19,Republican,5869
KS0006,2015,11,19,Unaffiliated,10493
KS0007,2015,11,19,Democratic,14616
KS0007,2015,11,19,Libertarian,495
KS0007,2015,11,19,Republican,23242
KS0007,2015,11,19,Unaffiliated,16535
KS0008,2015,11,19,Democratic,11328
KS0008,2015,11,19,Libertarian,469
KS0008,2015,11,19,Republican,23067
KS0008,2015,11,19,Unaffiliated,15721
KS0009,2015,11,19,Democratic,9778
KS0009,2015,11,19,Libertarian,521
KS0009,2015,11,19,Republican,20891
KS0009,2015,11,19,Unaffiliated,14562
KS0010,2015,11,19,Democratic,11811
KS0010,2015,11,19,Libertarian,396
KS0010,2015,11,19,Republican,20343
KS0010,2015,11,19,Unaffiliated,15257
KS0011,2015,11,19,Democratic,9824
KS0011,2015,11,19,Libertarian,374
KS0011,2015,11,19,Republican,28149
KS0011,2015,11,19,Unaffiliated,14606
KS0012,2015,11,19,Democratic,9785
KS0012,2015,11,19,Libertarian,355
KS0012,2015,11,19,Republican,22208
KS0012,2015,11,19,Unaffiliated,14554
KS0013,2015,11,19,Democratic,15185
KS0013,2015,11,19,Libertarian,357
KS0013,2015,11,19,Republican,17119
KS0013,2015,11,19,Unaffiliated,17495
KS0014,2015,11,19,Democratic,7547
KS0014,2015,11,19,Libertarian,271
KS0014,2015,11,19,Republican,23450
KS0014,2015,11,19,Unaffiliated,11645
KS0015,2015,11,19,Democratic,10291
KS0015,2015,11,19,Libertarian,353
KS0015,2015,11,19,Republican,20018
KS0015,2015,11,19,Unaffiliated,13924
KS0016,2015,11,19,Democratic,7524
KS0016,2015,11,19,Libertarian,322
KS0016,2015,11,19,Republican,22963
KS0016,2015,11,19,Unaffiliated,14911
KS0017,2015,11,19,Democratic,9017
KS0017,2015,11,19,Libertarian,271
KS0017,2015,11,19,Republican,14849
KS0017,2015,11,19,Unaffiliated,12426
KS0018,2015,11,19,Democratic,11915
KS0018,2015,11,19,Libertarian,352
KS0018,2015,11,19,Republican,16551
KS0018,2015,11,19,Unaffiliated,13083
KS0019,2015,11,19,Democratic,13462
KS0019,2015,11,19,Libertarian,325
KS0019,2015,11,19,Republican,15084
KS0019,2015,11,19,Unaffiliated,13478
KS0020,2015,11,19,Democratic,12288
KS0020,2015,11,19,Libertarian,344
KS0020,2015,11,19,Republican,20936
KS0020,2015,11,19,Unaffiliated,13485
KS0021,2015,11,19,Democratic,12114
KS0021,2015,11,19,Libertarian,524
KS0021,2015,11,19,Republican,20538
KS0021,2015,11,19,Unaffiliated,15586
KS0022,2015,11,19,Democratic,7768
KS0022,2015,11,19,Libertarian,370
KS0022,2015,11,19,Republican,18117
KS0022,2015,11,19,Unaffiliated,11876
KS0023,2015,11,19,Democratic,9523
KS0023,2015,11,19,Libertarian,459
KS0023,2015,11,19,Republican,20204
KS0023,2015,11,19,Unaffiliated,14245
KS0024,2015,11,19,Democratic,7818
KS0024,2015,11,19,Libertarian,386
KS0024,2015,11,19,Republican,20958
KS0024,2015,11,19,Unaffiliated,14504
KS0025,2015,11,19,Democratic,9346
KS0025,2015,11,19,Libertarian,344
KS0025,2015,11,19,Republican,10388
KS0025,2015,11,19,Unaffiliated,13893
KS0026,2015,11,19,Democratic,7333
KS0026,2015,11,19,Libertarian,319
KS0026,2015,11,19,Republican,18817
KS0026,2015,11,19,Unaffiliated,15340
KS0027,2015,11,19,Democratic,7716
KS0027,2015,11,19,Libertarian,302
KS0027,2015,11,19,Republican,23180
KS0027,2015,11,19,Unaffiliated,14810
KS0028,2015,11,19,Democratic,8182
KS0028,2015,11,19,Libertarian,271
KS0028,2015,11,19,Republican,10235
KS0028,2015,11,19,Unaffiliated,13643
KS0029,2015,11,19,Democratic,13773
KS0029,2015,11,19,Libertarian,270
KS0029,2015,11,19,Republican,6711
KS0029,2015,11,19,Unaffiliated,11896
KS0030,2015,11,19,Democratic,10022
KS0030,2015,11,19,Libertarian,339
KS0030,2015,11,19,Republican,18206
KS0030,2015,11,19,Unaffiliated,13879
KS0031,2015,11,19,Democratic,8379
KS0031,2015,11,19,Libertarian,318
KS0031,2015,11,19,Republican,21712
KS0031,2015,11,19,Unaffiliated,14030
KS0032,2015,11,19,Democratic,9108
KS0032,2015,11,19,Libertarian,292
KS0032,2015,11,19,Republican,20753
KS0032,2015,11,19,Unaffiliated,11985
KS0033,2015,11,19,Democratic,6994
KS0033,2015,11,19,Libertarian,221
KS0033,2015,11,19,Republican,26377
KS0033,2015,11,19,Unaffiliated,10098
KS0034,2015,11,19,Democratic,9852
KS0034,2015,11,19,Libertarian,343
KS0034,2015,11,19,Republican,20642
KS0034,2015,11,19,Unaffiliated,13849
KS0035,2015,11,19,Democratic,6993
KS0035,2015,11,19,Libertarian,294
KS0035,2015,11,19,Republican,24252
KS0035,2015,11,19,Unaffiliated,10277
KS0036,2015,11,19,Democratic,6715
KS0036,2015,11,19,Libertarian,200
KS0036,2015,11,19,Republican,29615
KS0036,2015,11,19,Unaffiliated,9586
KS0037,2015,11,19,Democratic,8680
KS0037,2015,11,19,Libertarian,416
KS0037,2015,11,19,Republican,24717
KS0037,2015,11,19,Unaffiliated,15130
KS0038,2015,11,19,Democratic,6577
KS0038,2015,11,19,Libertarian,262
KS0038,2015,11,19,Republican,16074
KS0038,2015,11,19,Unaffiliated,10333
KS0039,2015,11,19,Democratic,5775
KS0039,2015,11,19,Libertarian,220
KS0039,2015,11,19,Republican,19418
KS0039,2015,11,19,Unaffiliated,9977
KS0040,2015,11,19,Democratic,8263
KS0040,2015,11,19,Libertarian,307
KS0040,2015,11,19,Republican,27460
KS0040,2015,11,19,Unaffiliated,10991
district_ks,2015,11,19,desc_party,105
,2016,2,3,Democratic,237
,2016,2,3,Libertarian,21
,2016,2,3,Republican,295
,2016,2,3,Unaffiliated,554
KS0001,2016,2,3,Democratic,9882
KS0001,2016,2,3,Libertarian,230
KS0001,2016,2,3,Republican,22318
KS0001,2016,2,3,Unaffiliated,12927
KS0002,2016,2,3,Democratic,19373
KS0002,2016,2,3,Libertarian,596
KS0002,2016,2,3,Republican,16902
KS0002,2016,2,3,Unaffiliated,20488
KS0003,2016,2,3,Democratic,14437
KS0003,2016,2,3,Libertarian,474
KS0003,2016,2,3,Republican,17403
KS0003,2016,2,3,Unaffiliated,18325
KS0004,2016,2,3,Democratic,19890
KS0004,2016,2,3,Libertarian,161
KS0004,2016,2,3,Republican,3410
KS0004,2016,2,3,Unaffiliated,9178
KS0005,2016,2,3,Democratic,12649
KS0005,2016,2,3,Libertarian,342
KS0005,2016,2,3,Republican,13538
KS0005,2016,2,3,Unaffiliated,14391
KS0006,2016,2,3,Democratic,12776
KS0006,2016,2,3,Libertarian,251
KS0006,2016,2,3,Republican,5918
KS0006,2016,2,3,Unaffiliated,10701
KS0007,2016,2,3,Democratic,14731
KS0007,2016,2,3,Libertarian,495
KS0007,2016,2,3,Republican,23268
KS0007,2016,2,3,Unaffiliated,16585
KS0008,2016,2,3,Democratic,11465
KS0008,2016,2,3,Libertarian,480
KS0008,2016,2,3,Republican,23149
KS0008,2016,2,3,Unaffiliated,15716
KS0009,2016,2,3,Democratic,9816
KS0009,2016,2,3,Libertarian,514
KS0009,2016,2,3,Republican,20960
KS0009,2016,2,3,Unaffiliated,14536
KS0010,2016,2,3,Democratic,11886
KS0010,2016,2,3,Libertarian,389
KS0010,2016,2,3,Republican,20381
KS0010,2016,2,3,Unaffiliated,15266
KS0011,2016,2,3,Democratic,9911
KS0011,2016,2,3,Libertarian,384
KS0011,2016,2,3,Republican,28289
KS0011,2016,2,3,Unaffiliated,14640
KS0012,2016,2,3,Democratic,9483
KS0012,2016,2,3,Libertarian,344
KS0012,2016,2,3,Republican,21853
KS0012,2016,2,3,Unaffiliated,14027
KS0013,2016,2,3,Democratic,15059
KS0013,2016,2,3,Libertarian,357
KS0013,2016,2,3,Republican,17146
KS0013,2016,2,3,Unaffiliated,17527
KS0014,2016,2,3,Democratic,7490
KS0014,2016,2,3,Libertarian,271
KS0014,2016,2,3,Republican,23445
KS0014,2016,2,3,Unaffiliated,11705
KS0015,2016,2,3,Democratic,10240
KS0015,2016,2,3,Libertarian,350
KS0015,2016,2,3,Republican,20008
KS0015,2016,2,3,Unaffiliated,13960
KS0016,2016,2,3,Democratic,7568
KS0016,2016,2,3,Libertarian,327
KS0016,2016,2,3,Republican,23018
KS0016,2016,2,3,Unaffiliated,15013
KS0017,2016,2,3,Democratic,8989
KS0017,2016,2,3,Libertarian,273
KS0017,2016,2,3,Republican,14851
KS0017,2016,2,3,Unaffiliated,12412
KS0018,2016,2,3,Democratic,11535
KS0018,2016,2,3,Libertarian,321
KS0018,2016,2,3,Republican,16303
KS0018,2016,2,3,Unaffiliated,12390
KS0019,2016,2,3,Democratic,13049
KS0019,2016,2,3,Libertarian,319
KS0019,2016,2,3,Republican,14941
KS0019,2016,2,3,Unaffiliated,13051
KS0020,2016,2,3,Democratic,12003
KS0020,2016,2,3,Libertarian,335
KS0020,2016,2,3,Republican,20610
KS0020,2016,2,3,Unaffiliated,12965
KS0021,2016,2,3,Democratic,12171
KS0021,2016,2,3,Libertarian,520
KS0021,2016,2,3,Republican,20595
KS0021,2016,2,3,Unaffiliated,15541
KS0022,2016,2,3,Democratic,7843
KS0022,2016,2,3,Libertarian,370
KS0022,2016,2,3,Republican,18156
KS0022,2016,2,3,Unaffiliated,11942
KS0023,2016,2,3,Democratic,9574
KS0023,2016,2,3,Libertarian,457
KS0023,2016,2,3,Republican,20230
KS0023,2016,2,3,Unaffiliated,14202
KS0024,2016,2,3,Democratic,7770
KS0024,2016,2,3,Libertarian,383
KS0024,2016,2,3,Republican,20870
KS0024,2016,2,3,Unaffiliated,14382
KS0025,2016,2,3,Democratic,9344
KS0025,2016,2,3,Libertarian,338
KS0025,2016,2,3,Republican,10336
KS0025,2016,2,3,Unaffiliated,13909
KS0026,2016,2,3,Democratic,7350
KS0026,2016,2,3,Libertarian,313
KS0026,2016,2,3,Republican,18818
KS0026,2016,2,3,Unaffiliated,15434
KS0027,2016,2,3,Democratic,7744
KS0027,2016,2,3,Libertarian,302
KS0027,2016,2,3,Republican,23215
KS0027,2016,2,3,Unaffiliated,14874
KS0028,2016,2,3,Democratic,8212
KS0028,2016,2,3,Libertarian,271
KS0028,2016,2,3,Republican,10246
KS0028,2016,2,3,Unaffiliated,13741
KS0029,2016,2,3,Democratic,13772
KS0029,2016,2,3,Libertarian,276
KS0029,2016,2,3,Republican,6700
KS0029,2016,2,3,Unaffiliated,11927
KS0030,2016,2,3,Democratic,10088
KS0030,2016,2,3,Libertarian,330
KS0030,2016,2,3,Republican,18237
KS0030,2016,2,3,Unaffiliated,14028
KS0031,2016,2,3,Democratic,8395
KS0031,2016,2,3,Libertarian,320
KS0031,2016,2,3,Republican,21757
KS0031,2016,2,3,Unaffiliated,14104
KS0032,2016,2,3,Democratic,8840
KS0032,2016,2,3,Libertarian,277
KS0032,2016,2,3,Republican,20049
KS0032,2016,2,3,Unaffiliated,11629
KS0033,2016,2,3,Democratic,6915
KS0033,2016,2,3,Libertarian,217
KS0033,2016,2,3,Republican,26276
KS0033,2016,2,3,Unaffiliated,9976
KS0034,2016,2,3,Democratic,9115
KS0034,2016,2,3,Libertarian,315
KS0034,2016,2,3,Republican,18231
KS0034,2016,2,3,Unaffiliated,12501
KS0035,2016,2,3,Democratic,6980
KS0035,2016,2,3,Libertarian,293
KS0035,2016,2,3,Republican,24281
KS0035,2016,2,3,Unaffiliated,10346
KS0036,2016,2,3,Democratic,6655
KS0036,2016,2,3,Libertarian,196
KS0036,2016,2,3,Republican,29600
KS0036,2016,2,3,Unaffiliated,9599
KS0037,2016,2,3,Democratic,8722
KS0037,2016,2,3,Libertarian,409
KS0037,2016,2,3,Republican,24859
KS0037,2016,2,3,Unaffiliated,15173
KS0038,2016,2,3,Democratic,6582
KS0038,2016,2,3,Libertarian,263
KS0038,2016,2,3,Republican,16069
KS0038,2016,2,3,Unaffiliated,10390
KS0039,2016,2,3,Democratic,5751
KS0039,2016,2,3,Libertarian,214
KS0039,2016,2,3,Republican,19416
KS0039,2016,2,3,Unaffiliated,9981
KS0040,2016,2,3,Democratic,8217
KS0040,2016,2,3,Libertarian,315
KS0040,2016,2,3,Republican,27490
KS0040,2016,2,3,Unaffiliated,11005
district_ks,2016,2,3,desc_party,104
,2016,4,21,Democratic,220
,2016,4,21,Libertarian,13
,2016,4,21,Republican,217
,2016,4,21,Unaffiliated,388
KS0001,2016,4,21,Democratic,9975
KS0001,2016,4,21,Libertarian,229
KS0001,2016,4,21,Republican,22470
KS0001,2016,4,21,Unaffiliated,12932
KS0002,2016,4,21,Democratic,20783
KS0002,2016,4,21,Libertarian,558
KS0002,2016,4,21,Republican,16730
KS0002,2016,4,21,Unaffiliated,19553
KS0003,2016,4,21,Democratic,15052
KS0003,2016,4,21,Libertarian,466
KS0003,2016,4,21,Republican,17496
KS0003,2016,4,21,Unaffiliated,17973
KS0004,2016,4,21,Democratic,20265
KS0004,2016,4,21,Libertarian,173
KS0004,2016,4,21,Republican,3433
KS0004,2016,4,21,Unaffiliated,9449
KS0005,2016,4,21,Democratic,13011
KS0005,2016,4,21,Libertarian,339
KS0005,2016,4,21,Republican,13735
KS0005,2016,4,21,Unaffiliated,14505
KS0006,2016,4,21,Democratic,13447
KS0006,2016,4,21,Libertarian,253
KS0006,2016,4,21,Republican,6030
KS0006,2016,4,21,Unaffiliated,10797
KS0007,2016,4,21,Democratic,15660
KS0007,2016,4,21,Libertarian,471
KS0007,2016,4,21,Republican,23069
KS0007,2016,4,21,Unaffiliated,16180
KS0008,2016,4,21,Democratic,12265
KS0008,2016,4,21,Libertarian,473
KS0008,2016,4,21,Republican,23247
KS0008,2016,4,21,Unaffiliated,15539
KS0009,2016,4,21,Democratic,10309
KS0009,2016,4,21,Libertarian,500
KS0009,2016,4,21,Republican,21053
KS0009,2016,4,21,Unaffiliated,14405
KS0010,2016,4,21,Democratic,12617
KS0010,2016,4,21,Libertarian,394
KS0010,2016,4,21,Republican,20559
KS0010,2016,4,21,Unaffiliated,15206
KS0011,2016,4,21,Democratic,10513
KS0011,2016,4,21,Libertarian,386
KS0011,2016,4,21,Republican,28402
KS0011,2016,4,21,Unaffiliated,14494
KS0012,2016,4,21,Democratic,9632
KS0012,2016,4,21,Libertarian,344
KS0012,2016,4,21,Republican,22028
KS0012,2016,4,21,Unaffiliated,14048
KS0013,2016,4,21,Democratic,15113
KS0013,2016,4,21,Libertarian,348
KS0013,2016,4,21,Republican,17196
KS0013,2016,4,21,Unaffiliated,17343
KS0014,2016,4,21,Democratic,7598
KS0014,2016,4,21,Libertarian,272
KS0014,2016,4,21,Republican,23648
KS0014,2016,4,21,Unaffiliated,11720
KS0015,2016,4,21,Democratic,10314
KS0015,2016,4,21,Libertarian,354
KS0015,2016,4,21,Republican,20116
KS0015,2016,4,21,Unaffiliated,13972
KS0016,2016,4,21,Democratic,7914
KS0016,2016,4,21,Libertarian,329
KS0016,2016,4,21,Republican,23285
KS0016,2016,4,21,Unaffiliated,15084
KS0017,2016,4,21,Democratic,9391
KS0017,2016,4,21,Libertarian,276
KS0017,2016,4,21,Republican,14942
KS0017,2016,4,21,Unaffiliated,12435
KS0018,2016,4,21,Democratic,12044
KS0018,2016,4,21,Libertarian,303
KS0018,2016,4,21,Republican,16360
KS0018,2016,4,21,Unaffiliated,12262
KS0019,2016,4,21,Democratic,13432
KS0019,2016,4,21,Libertarian,310
KS0019,2016,4,21,Republican,14966
KS0019,2016,4,21,Unaffiliated,12998
KS0020,2016,4,21,Democratic,12589
KS0020,2016,4,21,Libertarian,329
KS0020,2016,4,21,Republican,20590
KS0020,2016,4,21,Unaffiliated,12860
KS0021,2016,4,21,Democratic,13030
KS0021,2016,4,21,Libertarian,517
KS0021,2016,4,21,Republican,20686
KS0021,2016,4,21,Unaffiliated,15367
KS0022,2016,4,21,Democratic,8693
KS0022,2016,4,21,Libertarian,381
KS0022,2016,4,21,Republican,18314
KS0022,2016,4,21,Unaffiliated,11896
KS0023,2016,4,21,Democratic,10072
KS0023,2016,4,21,Libertarian,461
KS0023,2016,4,21,Republican,20325
KS0023,2016,4,21,Unaffiliated,13992
KS0024,2016,4,21,Democratic,8016
KS0024,2016,4,21,Libertarian,384
KS0024,2016,4,21,Republican,20994
KS0024,2016,4,21,Unaffiliated,14417
KS0025,2016,4,21,Democratic,10014
KS0025,2016,4,21,Libertarian,331
KS0025,2016,4,21,Republican,10363
KS0025,2016,4,21,Unaffiliated,13745
KS0026,2016,4,21,Democratic,7694
KS0026,2016,4,21,Libertarian,305
KS0026,2016,4,21,Republican,19007
KS0026,2016,4,21,Unaffiliated,15414
KS0027,2016,4,21,Democratic,8281
KS0027,2016,4,21,Libertarian,294
KS0027,2016,4,21,Republican,23313
KS0027,2016,4,21,Unaffiliated,14826
KS0028,2016,4,21,Democratic,8678
KS0028,2016,4,21,Libertarian,262
KS0028,2016,4,21,Republican,10284
KS0028,2016,4,21,Unaffiliated,13687
KS0029,2016,4,21,Democratic,14460
KS0029,2016,4,21,Libertarian,265
KS0029,2016,4,21,Republican,6707
KS0029,2016,4,21,Unaffiliated,11725
KS0030,2016,4,21,Democratic,10726
KS0030,2016,4,21,Libertarian,324
KS0030,2016,4,21,Republican,18235
KS0030,2016,4,21,Unaffiliated,13967
KS0031,2016,4,21,Democratic,8840
KS0031,2016,4,21,Libertarian,316
KS0031,2016,4,21,Republican,21841
KS0031,2016,4,21,Unaffiliated,13990
KS0032,2016,4,21,Democratic,9231
KS0032,2016,4,21,Libertarian,278
KS0032,2016,4,21,Republican,20832
KS0032,2016,4,21,Unaffiliated,11942
KS0033,2016,4,21,Democratic,6977
KS0033,2016,4,21,Libertarian,223
KS0033,2016,4,21,Republican,26338
KS0033,2016,4,21,Unaffiliated,10021
KS0034,2016,4,21,Democratic,9978
KS0034,2016,4,21,Libertarian,321
KS0034,2016,4,21,Republican,20684
KS0034,2016,4,21,Unaffiliated,13450
KS0035,2016,4,21,Democratic,7127
KS0035,2016,4,21,Libertarian,290
KS0035,2016,4,21,Republican,24326
KS0035,2016,4,21,Unaffiliated,10362
KS0036,2016,4,21,Democratic,6563
KS0036,2016,4,21,Libertarian,201
KS0036,2016,4,21,Republican,29440
KS0036,2016,4,21,Unaffiliated,9407
KS0037,2016,4,21,Democratic,9162
KS0037,2016,4,21,Libertarian,410
KS0037,2016,4,21,Republican,25060
KS0037,2016,4,21,Unaffiliated,15149
KS0038,2016,4,21,Democratic,6682
KS0038,2016,4,21,Libertarian,270
KS0038,2016,4,21,Republican,16108
KS0038,2016,4,21,Unaffiliated,10333
KS0039,2016,4,21,Democratic,5876
KS0039,2016,4,21,Libertarian,206
KS0039,2016,4,21,Republican,19416
KS0039,2016,4,21,Unaffiliated,9929
KS0040,2016,4,21,Democratic,8325
KS0040,2016,4,21,Libertarian,310
KS0040,2016,4,21,Republican,27682
KS0040,2016,4,21,Unaffiliated,10895
district_ks,2016,4,21,desc_party,105
,2016,6,2,Democratic,186
,2016,6,2,Libertarian,10
,2016,6,2,Republican,191
,2016,6,2,Unaffiliated,373
KS0001,2016,6,2,Democratic,9904
KS0001,2016,6,2,Libertarian,230
KS0001,2016,6,2,Republican,22469
KS0001,2016,6,2,Unaffiliated,12945
KS0002,2016,6,2,Democratic,20745
KS0002,2016,6,2,Libertarian,559
KS0002,2016,6,2,Republican,16659
KS0002,2016,6,2,Unaffiliated,19571
KS0003,2016,6,2,Democratic,15057
KS0003,2016,6,2,Libertarian,474
KS0003,2016,6,2,Republican,17510
KS0003,2016,6,2,Unaffiliated,18027
KS0004,2016,6,2,Democratic,20324
KS0004,2016,6,2,Libertarian,177
KS0004,2016,6,2,Republican,3427
KS0004,2016,6,2,Unaffiliated,9550
KS0005,2016,6,2,Democratic,13019
KS0005,2016,6,2,Libertarian,340
KS0005,2016,6,2,Republican,13759
KS0005,2016,6,2,Unaffiliated,14616
KS0006,2016,6,2,Democratic,13464
KS0006,2016,6,2,Libertarian,260
KS0006,2016,6,2,Republican,6055
KS0006,2016,6,2,Unaffiliated,10860
KS0007,2016,6,2,Democratic,15702
KS0007,2016,6,2,Libertarian,483
KS0007,2016,6,2,Republican,23039
KS0007,2016,6,2,Unaffiliated,16299
KS0008,2016,6,2,Democratic,12273
KS0008,2016,6,2,Libertarian,484
KS0008,2016,6,2,Republican,23261
KS0008,2016,6,2,Unaffiliated,15530
KS0009,2016,6,2,Democratic,10317
KS0009,2016,6,2,Libertarian,504
KS0009,2016,6,2,Republican,21060
KS0009,2016,6,2,Unaffiliated,14412
KS0010,2016,6,2,Democratic,12655
KS0010,2016,6,2,Libertarian,402
KS0010,2016,6,2,Republican,20592
KS0010,2016,6,2,Unaffiliated,15288
KS0011,2016,6,2,Democratic,10536
KS0011,2016,6,2,Libertarian,382
KS0011,2016,6,2,Republican,28455
KS0011,2016,6,2,Unaffiliated,14545
KS0012,2016,6,2,Democratic,9629
KS0012,2016,6,2,Libertarian,350
KS0012,2016,6,2,Republican,22045
KS0012,2016,6,2,Unaffiliated,14076
KS0013,2016,6,2,Democratic,15063
KS0013,2016,6,2,Libertarian,352
KS0013,2016,6,2,Republican,17198
KS0013,2016,6,2,Unaffiliated,17374
KS0014,2016,6,2,Democratic,7538
KS0014,2016,6,2,Libertarian,277
KS0014,2016,6,2,Republican,23683
KS0014,2016,6,2,Unaffiliated,11744
KS0015,2016,6,2,Democratic,10261
KS0015,2016,6,2,Libertarian,354
KS0015,2016,6,2,Republican,20121
KS0015,2016,6,2,Unaffiliated,14018
KS0016,2016,6,2,Democratic,7927
KS0016,2016,6,2,Libertarian,325
KS0016,2016,6,2,Republican,23414
KS0016,2016,6,2,Unaffiliated,15154
KS0017,2016,6,2,Democratic,9389
KS0017,2016,6,2,Libertarian,278
KS0017,2016,6,2,Republican,14987
KS0017,2016,6,2,Unaffiliated,12483
KS0018,2016,6,2,Democratic,12028
KS0018,2016,6,2,Libertarian,309
KS0018,2016,6,2,Republican,16397
KS0018,2016,6,2,Unaffiliated,12326
KS0019,2016,6,2,Democratic,13489
KS0019,2016,6,2,Libertarian,314
KS0019,2016,6,2,Republican,14972
KS0019,2016,6,2,Unaffiliated,13006
KS0020,2016,6,2,Democratic,12621
KS0020,2016,6,2,Libertarian,339
KS0020,2016,6,2,Republican,20669
KS0020,2016,6,2,Unaffiliated,12993
KS0021,2016,6,2,Democratic,13082
KS0021,2016,6,2,Libertarian,521
KS0021,2016,6,2,Republican,20729
KS0021,2016,6,2,Unaffiliated,15434
KS0022,2016,6,2,Democratic,8692
KS0022,2016,6,2,Libertarian,380
KS0022,2016,6,2,Republican,18297
KS0022,2016,6,2,Unaffiliated,11964
KS0023,2016,6,2,Democratic,10076
KS0023,2016,6,2,Libertarian,459
KS0023,2016,6,2,Republican,20261
KS0023,2016,6,2,Unaffiliated,13984
KS0024,2016,6,2,Democratic,7976
KS0024,2016,6,2,Libertarian,385
KS0024,2016,6,2,Republican,20945
KS0024,2016,6,2,Unaffiliated,14450
KS0025,2016,6,2,Democratic,10010
KS0025,2016,6,2,Libertarian,331
KS0025,2016,6,2,Republican,10374
KS0025,2016,6,2,Unaffiliated,13809
KS0026,2016,6,2,Democratic,7690
KS0026,2016,6,2,Libertarian,311
KS0026,2016,6,2,Republican,19079
KS0026,2016,6,2,Unaffiliated,15513
KS0027,2016,6,2,Democratic,8289
KS0027,2016,6,2,Libertarian,296
KS0027,2016,6,2,Republican,23322
KS0027,2016,6,2,Unaffiliated,14875
KS0028,2016,6,2,Democratic,8726
KS0028,2016,6,2,Libertarian,268
KS0028,2016,6,2,Republican,10273
KS0028,2016,6,2,Unaffiliated,13779
KS0029,2016,6,2,Democratic,14448
KS0029,2016,6,2,Libertarian,267
KS0029,2016,6,2,Republican,6728
KS0029,2016,6,2,Unaffiliated,11770
KS0030,2016,6,2,Democratic,10708
KS0030,2016,6,2,Libertarian,327
KS0030,2016,6,2,Republican,18267
KS0030,2016,6,2,Unaffiliated,14055
KS0031,2016,6,2,Democratic,8790
KS0031,2016,6,2,Libertarian,317
KS0031,2016,6,2,Republican,21871
KS0031,2016,6,2,Unaffiliated,14023
KS0032,2016,6,2,Democratic,9183
KS0032,2016,6,2,Libertarian,276
KS0032,2016,6,2,Republican,20877
KS0032,2016,6,2,Unaffiliated,11903
KS0033,2016,6,2,Democratic,6855
KS0033,2016,6,2,Libertarian,231
KS0033,2016,6,2,Republican,26329
KS0033,2016,6,2,Unaffiliated,9904
KS0034,2016,6,2,Democratic,9738
KS0034,2016,6,2,Libertarian,319
KS0034,2016,6,2,Republican,20755
KS0034,2016,6,2,Unaffiliated,13322
KS0035,2016,6,2,Democratic,7029
KS0035,2016,6,2,Libertarian,288
KS0035,2016,6,2,Republican,24243
KS0035,2016,6,2,Unaffiliated,10296
KS0036,2016,6,2,Democratic,6500
KS0036,2016,6,2,Libertarian,205
KS0036,2016,6,2,Republican,29367
KS0036,2016,6,2,Unaffiliated,9384
KS0037,2016,6,2,Democratic,9183
KS0037,2016,6,2,Libertarian,414
KS0037,2016,6,2,Republican,25126
KS0037,2016,6,2,Unaffiliated,15225
KS0038,2016,6,2,Democratic,6677
KS0038,2016,6,2,Libertarian,274
KS0038,2016,6,2,Republican,16069
KS0038,2016,6,2,Unaffiliated,10321
KS0039,2016,6,2,Democratic,5855
KS0039,2016,6,2,Libertarian,208
KS0039,2016,6,2,Republican,19415
KS0039,2016,6,2,Unaffiliated,9899
KS0040,2016,6,2,Democratic,8261
KS0040,2016,6,2,Libertarian,310
KS0040,2016,6,2,Republican,27660
KS0040,2016,6,2,Unaffiliated,10820
district_ks,2016,6,2,desc_party,105
,2016,8,2,Democratic,133
,2016,8,2,Libertarian,8
,2016,8,2,Republican,153
,2016,8,2,Unaffiliated,299
KS0001,2016,8,2,Democratic,9908
KS0001,2016,8,2,Libertarian,236
KS0001,2016,8,2,Republican,22670
KS0001,2016,8,2,Unaffiliated,13144
KS0002,2016,8,2,Democratic,20840
KS0002,2016,8,2,Libertarian,579
KS0002,2016,8,2,Republican,16747
KS0002,2016,8,2,Unaffiliated,19704
KS0003,2016,8,2,Democratic,15121
KS0003,2016,8,2,Libertarian,486
KS0003,2016,8,2,Republican,17677
KS0003,2016,8,2,Unaffiliated,18193
