db_logid,year,month,day,desc_party,count
Elk,2015,11,19,Unaffiliated,329
Ellis,2015,11,19,Democratic,4294
Ellis,2015,11,19,Libertarian,166
Ellis,2015,11,19,Republican,8148
Ellis,2015,11,19,Unaffiliated,5098
Ellsworth,2015,11,19,Democratic,876
Ellsworth,2015,11,19,Libertarian,22
Ellsworth,2015,11,19,Republican,2232
Ellsworth,2015,11,19,Unaffiliated,970
Finney,2015,11,19,Democratic,3568
Finney,2015,11,19,Libertarian,122
Finney,2015,11,19,Republican,7843
Finney,2015,11,19,Unaffiliated,6458
Ford,2015,11,19,Democratic,3442
Ford,2015,11,19,Libertarian,123
Ford,2015,11,19,Republican,6340
Ford,2015,11,19,Unaffiliated,5365
Franklin,2015,11,19,Democratic,3658
Franklin,2015,11,19,Libertarian,135
Franklin,2015,11,19,Republican,8774
Franklin,2015,11,19,Unaffiliated,5254
Geary,2015,11,19,Democratic,4073
Geary,2015,11,19,Libertarian,87
Geary,2015,11,19,Republican,5190
Geary,2015,11,19,Unaffiliated,4773
Gove,2015,11,19,Democratic,298
Gove,2015,11,19,Libertarian,2
Gove,2015,11,19,Republican,1257
Gove,2015,11,19,Unaffiliated,354
Graham,2015,11,19,Democratic,235
Graham,2015,11,19,Libertarian,13
Graham,2015,11,19,Republican,1266
Graham,2015,11,19,Unaffiliated,272
Grant,2015,11,19,Democratic,486
Grant,2015,11,19,Libertarian,24
Grant,2015,11,19,Republican,2110
Grant,2015,11,19,Unaffiliated,760
Gray,2015,11,19,Democratic,466
Gray,2015,11,19,Libertarian,25
Gray,2015,11,19,Republican,1699
Gray,2015,11,19,Unaffiliated,733
Greeley,2015,11,19,Democratic,57
Greeley,2015,11,19,Libertarian,2
Greeley,2015,11,19,Republican,685
Greeley,2015,11,19,Unaffiliated,93
Greenwood,2015,11,19,Democratic,575
Greenwood,2015,11,19,Libertarian,12
Greenwood,2015,11,19,Republican,2352
Greenwood,2015,11,19,Unaffiliated,1816
Hamilton,2015,11,19,Democratic,151
Hamilton,2015,11,19,Libertarian,5
Hamilton,2015,11,19,Republican,858
Hamilton,2015,11,19,Unaffiliated,233
Harper,2015,11,19,Democratic,710
Harper,2015,11,19,Libertarian,24
Harper,2015,11,19,Republican,2396
Harper,2015,11,19,Unaffiliated,1018
Harvey,2015,11,19,Democratic,4129
Harvey,2015,11,19,Libertarian,127
Harvey,2015,11,19,Republican,10537
Harvey,2015,11,19,Unaffiliated,6092
Haskell,2015,11,19,Democratic,276
Haskell,2015,11,19,Libertarian,6
Haskell,2015,11,19,Republican,1491
Haskell,2015,11,19,Unaffiliated,597
Hodgeman,2015,11,19,Democratic,199
Hodgeman,2015,11,19,Libertarian,1
Hodgeman,2015,11,19,Republican,978
Hodgeman,2015,11,19,Unaffiliated,220
Jackson,2015,11,19,Democratic,1829
Jackson,2015,11,19,Libertarian,39
Jackson,2015,11,19,Republican,3974
Jackson,2015,11,19,Unaffiliated,2391
Jefferson,2015,11,19,Democratic,2794
Jefferson,2015,11,19,Libertarian,86
Jefferson,2015,11,19,Republican,5747
Jefferson,2015,11,19,Unaffiliated,4272
Jewell,2015,11,19,Democratic,260
Jewell,2015,11,19,Libertarian,9
Jewell,2015,11,19,Republican,1410
Jewell,2015,11,19,Unaffiliated,463
Johnson,2015,11,19,Democratic,86056
Johnson,2015,11,19,Libertarian,3577
Johnson,2015,11,19,Republican,174471
Johnson,2015,11,19,Unaffiliated,118468
Kearny,2015,11,19,Democratic,277
Kearny,2015,11,19,Libertarian,6
Kearny,2015,11,19,Republican,1292
Kearny,2015,11,19,Unaffiliated,511
Kingman,2015,11,19,Democratic,907
Kingman,2015,11,19,Libertarian,30
Kingman,2015,11,19,Republican,2983
Kingman,2015,11,19,Unaffiliated,1495
Kiowa,2015,11,19,Democratic,182
Kiowa,2015,11,19,Libertarian,3
Kiowa,2015,11,19,Republican,1138
Kiowa,2015,11,19,Unaffiliated,255
Labette,2015,11,19,Democratic,3942
Labette,2015,11,19,Libertarian,125
Labette,2015,11,19,Republican,5655
Labette,2015,11,19,Unaffiliated,6207
Lane,2015,11,19,Democratic,157
Lane,2015,11,19,Libertarian,8
Lane,2015,11,19,Republican,959
Lane,2015,11,19,Unaffiliated,193
Leavenworth,2015,11,19,Democratic,12406
Leavenworth,2015,11,19,Libertarian,380
Leavenworth,2015,11,19,Republican,17910
Leavenworth,2015,11,19,Unaffiliated,16917
Lincoln,2015,11,19,Democratic,246
Lincoln,2015,11,19,Libertarian,21
Lincoln,2015,11,19,Republican,1409
Lincoln,2015,11,19,Unaffiliated,468
Linn,2015,11,19,Democratic,1342
Linn,2015,11,19,Libertarian,56
Linn,2015,11,19,Republican,3739
Linn,2015,11,19,Unaffiliated,2077
Logan,2015,11,19,Democratic,212
Logan,2015,11,19,Libertarian,6
Logan,2015,11,19,Republican,1283
Logan,2015,11,19,Unaffiliated,281
Lyon,2015,11,19,Democratic,4560
Lyon,2015,11,19,Libertarian,159
Lyon,2015,11,19,Republican,7568
Lyon,2015,11,19,Unaffiliated,6923
Marion,2015,11,19,Democratic,1184
Marion,2015,11,19,Libertarian,41
Marion,2015,11,19,Republican,4748
Marion,2015,11,19,Unaffiliated,1877
Marshall,2015,11,19,Democratic,1523
Marshall,2015,11,19,Libertarian,23
Marshall,2015,11,19,Republican,3232
Marshall,2015,11,19,Unaffiliated,1687
McPherson,2015,11,19,Democratic,2531
McPherson,2015,11,19,Libertarian,126
McPherson,2015,11,19,Republican,9505
McPherson,2015,11,19,Unaffiliated,3943
Meade,2015,11,19,Democratic,379
Meade,2015,11,19,Libertarian,18
Meade,2015,11,19,Republican,2100
Meade,2015,11,19,Unaffiliated,656
Miami,2015,11,19,Democratic,4282
Miami,2015,11,19,Libertarian,164
Miami,2015,11,19,Republican,10114
Miami,2015,11,19,Unaffiliated,6505
Mitchell,2015,11,19,Democratic,644
Mitchell,2015,11,19,Libertarian,8
Mitchell,2015,11,19,Republican,2579
Mitchell,2015,11,19,Unaffiliated,914
Montgomery,2015,11,19,Democratic,4400
Montgomery,2015,11,19,Libertarian,136
Montgomery,2015,11,19,Republican,9853
Montgomery,2015,11,19,Unaffiliated,4470
Morris,2015,11,19,Democratic,725
Morris,2015,11,19,Libertarian,27
Morris,2015,11,19,Republican,2085
Morris,2015,11,19,Unaffiliated,940
Morton,2015,11,19,Democratic,283
Morton,2015,11,19,Libertarian,12
Morton,2015,11,19,Republican,1357
Morton,2015,11,19,Unaffiliated,339
Nemaha,2015,11,19,Democratic,1571
Nemaha,2015,11,19,Libertarian,32
Nemaha,2015,11,19,Republican,3710
Nemaha,2015,11,19,Unaffiliated,1846
Neosho,2015,11,19,Democratic,2321
Neosho,2015,11,19,Libertarian,101
Neosho,2015,11,19,Republican,5096
Neosho,2015,11,19,Unaffiliated,3757
Ness,2015,11,19,Democratic,308
Ness,2015,11,19,Libertarian,8
Ness,2015,11,19,Republican,1298
Ness,2015,11,19,Unaffiliated,343
Norton,2015,11,19,Democratic,420
Norton,2015,11,19,Libertarian,12
Norton,2015,11,19,Republican,2100
Norton,2015,11,19,Unaffiliated,724
Osage,2015,11,19,Democratic,2225
Osage,2015,11,19,Libertarian,86
Osage,2015,11,19,Republican,5135
Osage,2015,11,19,Unaffiliated,3250
Osborne,2015,11,19,Democratic,479
Osborne,2015,11,19,Libertarian,11
Osborne,2015,11,19,Republican,1593
Osborne,2015,11,19,Unaffiliated,663
Ottawa,2015,11,19,Democratic,503
Ottawa,2015,11,19,Libertarian,34
Ottawa,2015,11,19,Republican,2680
Ottawa,2015,11,19,Unaffiliated,1080
Pawnee,2015,11,19,Democratic,773
Pawnee,2015,11,19,Libertarian,20
Pawnee,2015,11,19,Republican,2241
Pawnee,2015,11,19,Unaffiliated,1015
Phillips,2015,11,19,Democratic,359
Phillips,2015,11,19,Libertarian,14
Phillips,2015,11,19,Republican,2589
Phillips,2015,11,19,Unaffiliated,638
Pottawatomie,2015,11,19,Democratic,1892
Pottawatomie,2015,11,19,Libertarian,95
Pottawatomie,2015,11,19,Republican,8006
Pottawatomie,2015,11,19,Unaffiliated,3422
Pratt,2015,11,19,Democratic,959
Pratt,2015,11,19,Libertarian,38
Pratt,2015,11,19,Republican,3434
Pratt,2015,11,19,Unaffiliated,1184
Rawlins,2015,11,19,Democratic,243
Rawlins,2015,11,19,Libertarian,9
Rawlins,2015,11,19,Republican,1469
Rawlins,2015,11,19,Unaffiliated,371
Reno,2015,11,19,Democratic,9193
Reno,2015,11,19,Libertarian,325
Reno,2015,11,19,Republican,18346
Reno,2015,11,19,Unaffiliated,12721
Republic,2015,11,19,Democratic,521
Republic,2015,11,19,Libertarian,14
Republic,2015,11,19,Republican,2504
Republic,2015,11,19,Unaffiliated,674
Rice,2015,11,19,Democratic,1022
Rice,2015,11,19,Libertarian,51
Rice,2015,11,19,Republican,3254
Rice,2015,11,19,Unaffiliated,1577
Riley,2015,11,19,Democratic,6861
Riley,2015,11,19,Libertarian,324
Riley,2015,11,19,Republican,13458
Riley,2015,11,19,Unaffiliated,10088
Rooks,2015,11,19,Democratic,377
Rooks,2015,11,19,Libertarian,7
Rooks,2015,11,19,Republican,2361
Rooks,2015,11,19,Unaffiliated,608
Rush,2015,11,19,Democratic,375
Rush,2015,11,19,Libertarian,8
Rush,2015,11,19,Republican,1350
Rush,2015,11,19,Unaffiliated,410
Russell,2015,11,19,Democratic,692
Russell,2015,11,19,Libertarian,20
Russell,2015,11,19,Republican,2799
Russell,2015,11,19,Unaffiliated,800
Saline,2015,11,19,Democratic,6459
Saline,2015,11,19,Libertarian,318
Saline,2015,11,19,Republican,15538
Saline,2015,11,19,Unaffiliated,11968
Scott,2015,11,19,Democratic,294
Scott,2015,11,19,Libertarian,10
Scott,2015,11,19,Republican,2225
Scott,2015,11,19,Unaffiliated,674
Sedgwick,2015,11,19,Democratic,64812
Sedgwick,2015,11,19,Libertarian,2200
Sedgwick,2015,11,19,Republican,110098
Sedgwick,2015,11,19,Unaffiliated,99288
Seward,2015,11,19,Democratic,2000
Seward,2015,11,19,Libertarian,89
Seward,2015,11,19,Republican,4829
Seward,2015,11,19,Unaffiliated,3247
Shawnee,2015,11,19,Democratic,33124
Shawnee,2015,11,19,Libertarian,836
Shawnee,2015,11,19,Republican,40959
Shawnee,2015,11,19,Unaffiliated,33488
Sheridan,2015,11,19,Democratic,304
Sheridan,2015,11,19,Libertarian,5
Sheridan,2015,11,19,Republican,1084
Sheridan,2015,11,19,Unaffiliated,382
Sherman,2015,11,19,Democratic,527
Sherman,2015,11,19,Libertarian,25
Sherman,2015,11,19,Republican,2369
Sherman,2015,11,19,Unaffiliated,866
Smith,2015,11,19,Democratic,423
Smith,2015,11,19,Libertarian,3
Smith,2015,11,19,Republican,2022
Smith,2015,11,19,Unaffiliated,440
Stafford,2015,11,19,Democratic,384
Stafford,2015,11,19,Libertarian,19
Stafford,2015,11,19,Republican,1705
Stafford,2015,11,19,Unaffiliated,516
Stanton,2015,11,19,Democratic,205
Stanton,2015,11,19,Libertarian,18
Stanton,2015,11,19,Republican,791
Stanton,2015,11,19,Unaffiliated,222
Stevens,2015,11,19,Democratic,312
Stevens,2015,11,19,Libertarian,18
Stevens,2015,11,19,Republican,2165
Stevens,2015,11,19,Unaffiliated,409
Sumner,2015,11,19,Democratic,3406
Sumner,2015,11,19,Libertarian,136
Sumner,2015,11,19,Republican,7513
Sumner,2015,11,19,Unaffiliated,5146
Thomas,2015,11,19,Democratic,620
Thomas,2015,11,19,Libertarian,30
Thomas,2015,11,19,Republican,3050
Thomas,2015,11,19,Unaffiliated,1197
Trego,2015,11,19,Democratic,413
Trego,2015,11,19,Libertarian,14
Trego,2015,11,19,Republican,1202
Trego,2015,11,19,Unaffiliated,529
Wabaunsee,2015,11,19,Democratic,774
Wabaunsee,2015,11,19,Libertarian,31
Wabaunsee,2015,11,19,Republican,2730
Wabaunsee,2015,11,19,Unaffiliated,1066
Wallace,2015,11,19,Democratic,76
Wallace,2015,11,19,Libertarian,3
Wallace,2015,11,19,Republican,838
Wallace,2015,11,19,Unaffiliated,123
Washington,2015,11,19,Democratic,348
Washington,2015,11,19,Libertarian,10
Washington,2015,11,19,Republican,2835
Washington,2015,11,19,Unaffiliated,470
Wichita,2015,11,19,Democratic,170
Wichita,2015,11,19,Libertarian,7
Wichita,2015,11,19,Republican,843
Wichita,2015,11,19,Unaffiliated,381
Wilson,2015,11,19,Democratic,692
Wilson,2015,11,19,Libertarian,31
Wilson,2015,11,19,Republican,3074
Wilson,2015,11,19,Unaffiliated,949
Woodson,2015,11,19,Democratic,355
Woodson,2015,11,19,Libertarian,11
Woodson,2015,11,19,Republican,1335
Woodson,2015,11,19,Unaffiliated,476
Wyandotte,2015,11,19,Democratic,36815
Wyandotte,2015,11,19,Libertarian,473
Wyandotte,2015,11,19,Republican,12475
Wyandotte,2015,11,19,Unaffiliated,22611
db_logid,2015,11,19,desc_party,105
Allen,2016,2,3,Democratic,1568
Allen,2016,2,3,Libertarian,55
Allen,2016,2,3,Republican,3979
Allen,2016,2,3,Unaffiliated,2717
Anderson,2016,2,3,Democratic,1237
Anderson,2016,2,3,Libertarian,48
Anderson,2016,2,3,Republican,2124
Anderson,2016,2,3,Unaffiliated,1915
Atchison,2016,2,3,Democratic,3173
Atchison,2016,2,3,Libertarian,52
Atchison,2016,2,3,Republican,3669
Atchison,2016,2,3,Unaffiliated,3947
Barber,2016,2,3,Democratic,458
Barber,2016,2,3,Libertarian,12
Barber,2016,2,3,Republican,1983
Barber,2016,2,3,Unaffiliated,440
Barton,2016,2,3,Democratic,2908
Barton,2016,2,3,Libertarian,94
Barton,2016,2,3,Republican,9414
Barton,2016,2,3,Unaffiliated,4666
Bourbon,2016,2,3,Democratic,2829
Bourbon,2016,2,3,Libertarian,69
Bourbon,2016,2,3,Republican,4742
Bourbon,2016,2,3,Unaffiliated,3797
Brown,2016,2,3,Democratic,1049
Brown,2016,2,3,Libertarian,33
Brown,2016,2,3,Republican,3353
Brown,2016,2,3,Unaffiliated,1484
Butler,2016,2,3,Democratic,7076
Butler,2016,2,3,Libertarian,291
Butler,2016,2,3,Republican,20160
Butler,2016,2,3,Unaffiliated,12544
Chase,2016,2,3,Democratic,279
Chase,2016,2,3,Libertarian,13
Chase,2016,2,3,Republican,1167
Chase,2016,2,3,Unaffiliated,358
Chautauqua,2016,2,3,Democratic,276
Chautauqua,2016,2,3,Libertarian,13
Chautauqua,2016,2,3,Republican,1572
Chautauqua,2016,2,3,Unaffiliated,428
Cherokee,2016,2,3,Democratic,4782
Cherokee,2016,2,3,Libertarian,123
Cherokee,2016,2,3,Republican,6017
Cherokee,2016,2,3,Unaffiliated,5630
Cheyenne,2016,2,3,Democratic,223
Cheyenne,2016,2,3,Libertarian,8
Cheyenne,2016,2,3,Republican,1378
Cheyenne,2016,2,3,Unaffiliated,250
Clark,2016,2,3,Democratic,246
Clark,2016,2,3,Libertarian,8
Clark,2016,2,3,Republican,942
Clark,2016,2,3,Unaffiliated,283
Clay,2016,2,3,Democratic,604
Clay,2016,2,3,Libertarian,39
Clay,2016,2,3,Republican,3768
Clay,2016,2,3,Unaffiliated,1284
Cloud,2016,2,3,Democratic,1029
Cloud,2016,2,3,Libertarian,37
Cloud,2016,2,3,Republican,3453
Cloud,2016,2,3,Unaffiliated,1427
Coffey,2016,2,3,Democratic,938
Coffey,2016,2,3,Libertarian,40
Coffey,2016,2,3,Republican,3568
Coffey,2016,2,3,Unaffiliated,1478
Comanche,2016,2,3,Democratic,165
Comanche,2016,2,3,Libertarian,3
Comanche,2016,2,3,Republican,814
Comanche,2016,2,3,Unaffiliated,139
Cowley,2016,2,3,Democratic,4676
Cowley,2016,2,3,Libertarian,124
Cowley,2016,2,3,Republican,9010
Cowley,2016,2,3,Unaffiliated,5628
Crawford,2016,2,3,Democratic,7910
Crawford,2016,2,3,Libertarian,179
Crawford,2016,2,3,Republican,7630
Crawford,2016,2,3,Unaffiliated,8698
Decatur,2016,2,3,Democratic,296
Decatur,2016,2,3,Libertarian,11
Decatur,2016,2,3,Republican,1328
Decatur,2016,2,3,Unaffiliated,418
Dickinson,2016,2,3,Democratic,1897
Dickinson,2016,2,3,Libertarian,89
Dickinson,2016,2,3,Republican,7235
Dickinson,2016,2,3,Unaffiliated,3503
Doniphan,2016,2,3,Democratic,782
Doniphan,2016,2,3,Libertarian,24
Doniphan,2016,2,3,Republican,2867
Doniphan,2016,2,3,Unaffiliated,1262
Douglas,2016,2,3,Democratic,27026
Douglas,2016,2,3,Libertarian,889
Douglas,2016,2,3,Republican,21857
Douglas,2016,2,3,Unaffiliated,28671
Edwards,2016,2,3,Democratic,306
Edwards,2016,2,3,Libertarian,7
Edwards,2016,2,3,Republican,1204
Edwards,2016,2,3,Unaffiliated,360
Elk,2016,2,3,Democratic,369
Elk,2016,2,3,Libertarian,5
Elk,2016,2,3,Republican,1117
Elk,2016,2,3,Unaffiliated,331
Ellis,2016,2,3,Democratic,4285
Ellis,2016,2,3,Libertarian,174
Ellis,2016,2,3,Republican,8174
Ellis,2016,2,3,Unaffiliated,5095
Ellsworth,2016,2,3,Democratic,866
Ellsworth,2016,2,3,Libertarian,22
Ellsworth,2016,2,3,Republican,2226
Ellsworth,2016,2,3,Unaffiliated,968
Finney,2016,2,3,Democratic,3552
Finney,2016,2,3,Libertarian,117
Finney,2016,2,3,Republican,7833
Finney,2016,2,3,Unaffiliated,6453
Ford,2016,2,3,Democratic,3445
Ford,2016,2,3,Libertarian,120
Ford,2016,2,3,Republican,6344
Ford,2016,2,3,Unaffiliated,5394
Franklin,2016,2,3,Democratic,3539
Franklin,2016,2,3,Libertarian,136
Franklin,2016,2,3,Republican,8580
Franklin,2016,2,3,Unaffiliated,5039
Geary,2016,2,3,Democratic,4073
Geary,2016,2,3,Libertarian,89
Geary,2016,2,3,Republican,5215
Geary,2016,2,3,Unaffiliated,4819
Gove,2016,2,3,Democratic,297
Gove,2016,2,3,Libertarian,2
Gove,2016,2,3,Republican,1253
Gove,2016,2,3,Unaffiliated,353
Graham,2016,2,3,Democratic,233
Graham,2016,2,3,Libertarian,13
Graham,2016,2,3,Republican,1273
Graham,2016,2,3,Unaffiliated,273
Grant,2016,2,3,Democratic,485
Grant,2016,2,3,Libertarian,25
Grant,2016,2,3,Republican,2109
Grant,2016,2,3,Unaffiliated,745
Gray,2016,2,3,Democratic,464
Gray,2016,2,3,Libertarian,27
Gray,2016,2,3,Republican,1704
Gray,2016,2,3,Unaffiliated,742
Greeley,2016,2,3,Democratic,56
Greeley,2016,2,3,Libertarian,2
Greeley,2016,2,3,Republican,685
Greeley,2016,2,3,Unaffiliated,96
Greenwood,2016,2,3,Democratic,572
Greenwood,2016,2,3,Libertarian,12
Greenwood,2016,2,3,Republican,2333
Greenwood,2016,2,3,Unaffiliated,1807
Hamilton,2016,2,3,Democratic,151
Hamilton,2016,2,3,Libertarian,5
Hamilton,2016,2,3,Republican,852
Hamilton,2016,2,3,Unaffiliated,239
Harper,2016,2,3,Democratic,694
Harper,2016,2,3,Libertarian,23
Harper,2016,2,3,Republican,2385
Harper,2016,2,3,Unaffiliated,1040
Harvey,2016,2,3,Democratic,4135
Harvey,2016,2,3,Libertarian,127
Harvey,2016,2,3,Republican,10552
Harvey,2016,2,3,Unaffiliated,6117
Haskell,2016,2,3,Democratic,278
Haskell,2016,2,3,Libertarian,5
Haskell,2016,2,3,Republican,1491
Haskell,2016,2,3,Unaffiliated,595
Hodgeman,2016,2,3,Democratic,197
Hodgeman,2016,2,3,Libertarian,1
Hodgeman,2016,2,3,Republican,978
Hodgeman,2016,2,3,Unaffiliated,221
Jackson,2016,2,3,Democratic,1819
Jackson,2016,2,3,Libertarian,43
Jackson,2016,2,3,Republican,3990
Jackson,2016,2,3,Unaffiliated,2388
Jefferson,2016,2,3,Democratic,2793
Jefferson,2016,2,3,Libertarian,89
Jefferson,2016,2,3,Republican,5742
Jefferson,2016,2,3,Unaffiliated,4286
Jewell,2016,2,3,Democratic,256
Jewell,2016,2,3,Libertarian,9
Jewell,2016,2,3,Republican,1415
Jewell,2016,2,3,Unaffiliated,471
Johnson,2016,2,3,Democratic,86664
Johnson,2016,2,3,Libertarian,3567
Johnson,2016,2,3,Republican,174970
Johnson,2016,2,3,Unaffiliated,118383
Kearny,2016,2,3,Democratic,273
Kearny,2016,2,3,Libertarian,5
Kearny,2016,2,3,Republican,1291
Kearny,2016,2,3,Unaffiliated,500
Kiowa,2016,2,3,Democratic,177
Kiowa,2016,2,3,Libertarian,3
Kiowa,2016,2,3,Republican,1100
Kiowa,2016,2,3,Unaffiliated,231
Labette,2016,2,3,Democratic,3901
Labette,2016,2,3,Libertarian,122
Labette,2016,2,3,Republican,5653
Labette,2016,2,3,Unaffiliated,6243
Lane,2016,2,3,Democratic,156
Lane,2016,2,3,Libertarian,8
Lane,2016,2,3,Republican,953
Lane,2016,2,3,Unaffiliated,194
Leavenworth,2016,2,3,Democratic,12406
Leavenworth,2016,2,3,Libertarian,381
Leavenworth,2016,2,3,Republican,18023
Leavenworth,2016,2,3,Unaffiliated,17121
Lincoln,2016,2,3,Democratic,248
Lincoln,2016,2,3,Libertarian,21
Lincoln,2016,2,3,Republican,1402
Lincoln,2016,2,3,Unaffiliated,467
Linn,2016,2,3,Democratic,1188
Linn,2016,2,3,Libertarian,47
Linn,2016,2,3,Republican,3569
Linn,2016,2,3,Unaffiliated,1753
Logan,2016,2,3,Democratic,211
Logan,2016,2,3,Libertarian,6
Logan,2016,2,3,Republican,1293
Logan,2016,2,3,Unaffiliated,285
Lyon,2016,2,3,Democratic,4542
Lyon,2016,2,3,Libertarian,161
Lyon,2016,2,3,Republican,7554
Lyon,2016,2,3,Unaffiliated,6886
Marion,2016,2,3,Democratic,1163
Marion,2016,2,3,Libertarian,41
Marion,2016,2,3,Republican,4742
Marion,2016,2,3,Unaffiliated,1894
Marshall,2016,2,3,Democratic,1511
Marshall,2016,2,3,Libertarian,21
Marshall,2016,2,3,Republican,3247
Marshall,2016,2,3,Unaffiliated,1698
McPherson,2016,2,3,Democratic,2552
McPherson,2016,2,3,Libertarian,125
McPherson,2016,2,3,Republican,9538
McPherson,2016,2,3,Unaffiliated,3978
Meade,2016,2,3,Democratic,369
Meade,2016,2,3,Libertarian,19
Meade,2016,2,3,Republican,2104
Meade,2016,2,3,Unaffiliated,663
Miami,2016,2,3,Democratic,4261
Miami,2016,2,3,Libertarian,166
Miami,2016,2,3,Republican,10151
Miami,2016,2,3,Unaffiliated,6557
Mitchell,2016,2,3,Democratic,640
Mitchell,2016,2,3,Libertarian,8
Mitchell,2016,2,3,Republican,2573
Mitchell,2016,2,3,Unaffiliated,917
Montgomery,2016,2,3,Democratic,4381
Montgomery,2016,2,3,Libertarian,137
Montgomery,2016,2,3,Republican,9842
Montgomery,2016,2,3,Unaffiliated,4475
Morris,2016,2,3,Democratic,726
Morris,2016,2,3,Libertarian,28
Morris,2016,2,3,Republican,2087
Morris,2016,2,3,Unaffiliated,956
Morton,2016,2,3,Democratic,278
Morton,2016,2,3,Libertarian,12
Morton,2016,2,3,Republican,1355
Morton,2016,2,3,Unaffiliated,344
Nemaha,2016,2,3,Democratic,1566
Nemaha,2016,2,3,Libertarian,31
Nemaha,2016,2,3,Republican,3716
Nemaha,2016,2,3,Unaffiliated,1830
Neosho,2016,2,3,Democratic,2322
Neosho,2016,2,3,Libertarian,100
Neosho,2016,2,3,Republican,5100
Neosho,2016,2,3,Unaffiliated,3757
Ness,2016,2,3,Democratic,305
Ness,2016,2,3,Libertarian,8
Ness,2016,2,3,Republican,1301
Ness,2016,2,3,Unaffiliated,348
Norton,2016,2,3,Democratic,415
Norton,2016,2,3,Libertarian,12
Norton,2016,2,3,Republican,2101
Norton,2016,2,3,Unaffiliated,760
Osage,2016,2,3,Democratic,2218
Osage,2016,2,3,Libertarian,88
Osage,2016,2,3,Republican,5141
Osage,2016,2,3,Unaffiliated,3259
Osborne,2016,2,3,Democratic,472
Osborne,2016,2,3,Libertarian,11
Osborne,2016,2,3,Republican,1595
Osborne,2016,2,3,Unaffiliated,658
Ottawa,2016,2,3,Democratic,503
Ottawa,2016,2,3,Libertarian,34
Ottawa,2016,2,3,Republican,2678
Ottawa,2016,2,3,Unaffiliated,1097
Pawnee,2016,2,3,Democratic,759
Pawnee,2016,2,3,Libertarian,19
Pawnee,2016,2,3,Republican,2227
Pawnee,2016,2,3,Unaffiliated,950
Phillips,2016,2,3,Democratic,357
Phillips,2016,2,3,Libertarian,14
Phillips,2016,2,3,Republican,2591
Phillips,2016,2,3,Unaffiliated,627
Pottawatomie,2016,2,3,Democratic,1877
Pottawatomie,2016,2,3,Libertarian,92
Pottawatomie,2016,2,3,Republican,7985
Pottawatomie,2016,2,3,Unaffiliated,3365
Pratt,2016,2,3,Democratic,955
Pratt,2016,2,3,Libertarian,37
Pratt,2016,2,3,Republican,3439
Pratt,2016,2,3,Unaffiliated,1188
Rawlins,2016,2,3,Democratic,241
Rawlins,2016,2,3,Libertarian,10
Rawlins,2016,2,3,Republican,1452
Rawlins,2016,2,3,Unaffiliated,364
Reno,2016,2,3,Democratic,9116
Reno,2016,2,3,Libertarian,316
Reno,2016,2,3,Republican,18233
Reno,2016,2,3,Unaffiliated,12504
Republic,2016,2,3,Democratic,509
Republic,2016,2,3,Libertarian,14
Republic,2016,2,3,Republican,2482
Republic,2016,2,3,Unaffiliated,666
Rice,2016,2,3,Democratic,1021
Rice,2016,2,3,Libertarian,50
Rice,2016,2,3,Republican,3270
Rice,2016,2,3,Unaffiliated,1589
Riley,2016,2,3,Democratic,6937
Riley,2016,2,3,Libertarian,323
Riley,2016,2,3,Republican,13483
Riley,2016,2,3,Unaffiliated,10124
Rooks,2016,2,3,Democratic,379
Rooks,2016,2,3,Libertarian,7
Rooks,2016,2,3,Republican,2355
Rooks,2016,2,3,Unaffiliated,611
Rush,2016,2,3,Democratic,366
Rush,2016,2,3,Libertarian,7
Rush,2016,2,3,Republican,1346
Rush,2016,2,3,Unaffiliated,408
Russell,2016,2,3,Democratic,672
Russell,2016,2,3,Libertarian,19
Russell,2016,2,3,Republican,2830
Russell,2016,2,3,Unaffiliated,810
Saline,2016,2,3,Democratic,6419
Saline,2016,2,3,Libertarian,316
Saline,2016,2,3,Republican,15468
Saline,2016,2,3,Unaffiliated,11842
Scott,2016,2,3,Democratic,295
Scott,2016,2,3,Libertarian,9
Scott,2016,2,3,Republican,2241
Scott,2016,2,3,Unaffiliated,681
Sedgwick,2016,2,3,Democratic,64962
Sedgwick,2016,2,3,Libertarian,2191
Sedgwick,2016,2,3,Republican,110193
Sedgwick,2016,2,3,Unaffiliated,99817
Seward,2016,2,3,Democratic,2016
Seward,2016,2,3,Libertarian,89
Seward,2016,2,3,Republican,4815
Seward,2016,2,3,Unaffiliated,3259
Shawnee,2016,2,3,Democratic,32064
Shawnee,2016,2,3,Libertarian,792
Shawnee,2016,2,3,Republican,40244
Shawnee,2016,2,3,Unaffiliated,31866
Sheridan,2016,2,3,Democratic,305
Sheridan,2016,2,3,Libertarian,5
Sheridan,2016,2,3,Republican,1093
Sheridan,2016,2,3,Unaffiliated,389
Sherman,2016,2,3,Democratic,522
Sherman,2016,2,3,Libertarian,25
Sherman,2016,2,3,Republican,2366
Sherman,2016,2,3,Unaffiliated,872
Smith,2016,2,3,Democratic,421
Smith,2016,2,3,Libertarian,3
Smith,2016,2,3,Republican,2023
Smith,2016,2,3,Unaffiliated,440
Stafford,2016,2,3,Democratic,379
Stafford,2016,2,3,Libertarian,19
Stafford,2016,2,3,Republican,1707
Stafford,2016,2,3,Unaffiliated,528
Stanton,2016,2,3,Democratic,205
Stanton,2016,2,3,Libertarian,18
Stanton,2016,2,3,Republican,790
