district_kr,year,month,day,desc_party,count
KR0086,2015,11,5,Democratic,3112
KR0086,2015,11,5,Libertarian,111
KR0086,2015,11,5,Republican,2726
KR0086,2015,11,5,Unaffiliated,4654
KR0087,2015,11,5,Democratic,3191
KR0087,2015,11,5,Libertarian,96
KR0087,2015,11,5,Republican,6913
KR0087,2015,11,5,Unaffiliated,4372
KR0088,2015,11,5,Democratic,3368
KR0088,2015,11,5,Libertarian,97
KR0088,2015,11,5,Republican,3640
KR0088,2015,11,5,Unaffiliated,4870
KR0089,2015,11,5,Democratic,5232
KR0089,2015,11,5,Libertarian,95
KR0089,2015,11,5,Republican,3459
KR0089,2015,11,5,Unaffiliated,4138
KR0090,2015,11,5,Democratic,2112
KR0090,2015,11,5,Libertarian,112
KR0090,2015,11,5,Republican,7266
KR0090,2015,11,5,Unaffiliated,4642
KR0091,2015,11,5,Democratic,2581
KR0091,2015,11,5,Libertarian,97
KR0091,2015,11,5,Republican,6502
KR0091,2015,11,5,Unaffiliated,4871
KR0092,2015,11,5,Democratic,3458
KR0092,2015,11,5,Libertarian,111
KR0092,2015,11,5,Republican,4274
KR0092,2015,11,5,Unaffiliated,4448
KR0093,2015,11,5,Democratic,2372
KR0093,2015,11,5,Libertarian,104
KR0093,2015,11,5,Republican,6241
KR0093,2015,11,5,Unaffiliated,4851
KR0094,2015,11,5,Democratic,2487
KR0094,2015,11,5,Libertarian,86
KR0094,2015,11,5,Republican,7568
KR0094,2015,11,5,Unaffiliated,4767
KR0095,2015,11,5,Democratic,2767
KR0095,2015,11,5,Libertarian,106
KR0095,2015,11,5,Republican,3019
KR0095,2015,11,5,Unaffiliated,4423
KR0096,2015,11,5,Democratic,2903
KR0096,2015,11,5,Libertarian,83
KR0096,2015,11,5,Republican,2928
KR0096,2015,11,5,Unaffiliated,4595
KR0097,2015,11,5,Democratic,2527
KR0097,2015,11,5,Libertarian,113
KR0097,2015,11,5,Republican,4473
KR0097,2015,11,5,Unaffiliated,4834
KR0098,2015,11,5,Democratic,2546
KR0098,2015,11,5,Libertarian,105
KR0098,2015,11,5,Republican,3335
KR0098,2015,11,5,Unaffiliated,4724
KR0099,2015,11,5,Democratic,2090
KR0099,2015,11,5,Libertarian,102
KR0099,2015,11,5,Republican,8773
KR0099,2015,11,5,Unaffiliated,4849
KR0100,2015,11,5,Democratic,2676
KR0100,2015,11,5,Libertarian,100
KR0100,2015,11,5,Republican,7883
KR0100,2015,11,5,Unaffiliated,4948
KR0101,2015,11,5,Democratic,2234
KR0101,2015,11,5,Libertarian,84
KR0101,2015,11,5,Republican,8233
KR0101,2015,11,5,Unaffiliated,4473
KR0102,2015,11,5,Democratic,3206
KR0102,2015,11,5,Libertarian,137
KR0102,2015,11,5,Republican,3728
KR0102,2015,11,5,Unaffiliated,4605
KR0103,2015,11,5,Democratic,2361
KR0103,2015,11,5,Libertarian,79
KR0103,2015,11,5,Republican,1362
KR0103,2015,11,5,Unaffiliated,3388
KR0104,2015,11,5,Democratic,3596
KR0104,2015,11,5,Libertarian,90
KR0104,2015,11,5,Republican,8621
KR0104,2015,11,5,Unaffiliated,4508
KR0105,2015,11,5,Democratic,2839
KR0105,2015,11,5,Libertarian,131
KR0105,2015,11,5,Republican,4914
KR0105,2015,11,5,Unaffiliated,4739
KR0106,2015,11,5,Democratic,2485
KR0106,2015,11,5,Libertarian,51
KR0106,2015,11,5,Republican,9110
KR0106,2015,11,5,Unaffiliated,3018
KR0107,2015,11,5,Democratic,2240
KR0107,2015,11,5,Libertarian,88
KR0107,2015,11,5,Republican,9164
KR0107,2015,11,5,Unaffiliated,3557
KR0108,2015,11,5,Democratic,2701
KR0108,2015,11,5,Libertarian,98
KR0108,2015,11,5,Republican,7341
KR0108,2015,11,5,Unaffiliated,4062
KR0109,2015,11,5,Democratic,2394
KR0109,2015,11,5,Libertarian,61
KR0109,2015,11,5,Republican,9633
KR0109,2015,11,5,Unaffiliated,2999
KR0110,2015,11,5,Democratic,2004
KR0110,2015,11,5,Libertarian,64
KR0110,2015,11,5,Republican,9063
KR0110,2015,11,5,Unaffiliated,2963
KR0111,2015,11,5,Democratic,3597
KR0111,2015,11,5,Libertarian,139
KR0111,2015,11,5,Republican,6844
KR0111,2015,11,5,Unaffiliated,4231
KR0112,2015,11,5,Democratic,2370
KR0112,2015,11,5,Libertarian,76
KR0112,2015,11,5,Republican,7290
KR0112,2015,11,5,Unaffiliated,3943
KR0113,2015,11,5,Democratic,2175
KR0113,2015,11,5,Libertarian,96
KR0113,2015,11,5,Republican,8069
KR0113,2015,11,5,Unaffiliated,3008
KR0114,2015,11,5,Democratic,2770
KR0114,2015,11,5,Libertarian,99
KR0114,2015,11,5,Republican,7608
KR0114,2015,11,5,Unaffiliated,4163
KR0115,2015,11,5,Democratic,1938
KR0115,2015,11,5,Libertarian,85
KR0115,2015,11,5,Republican,6479
KR0115,2015,11,5,Unaffiliated,3072
KR0116,2015,11,5,Democratic,2716
KR0116,2015,11,5,Libertarian,88
KR0116,2015,11,5,Republican,8203
KR0116,2015,11,5,Unaffiliated,3683
KR0117,2015,11,5,Democratic,2289
KR0117,2015,11,5,Libertarian,46
KR0117,2015,11,5,Republican,8794
KR0117,2015,11,5,Unaffiliated,2896
KR0118,2015,11,5,Democratic,2003
KR0118,2015,11,5,Libertarian,61
KR0118,2015,11,5,Republican,9873
KR0118,2015,11,5,Unaffiliated,3042
KR0119,2015,11,5,Democratic,2372
KR0119,2015,11,5,Libertarian,83
KR0119,2015,11,5,Republican,3864
KR0119,2015,11,5,Unaffiliated,3566
KR0120,2015,11,5,Democratic,1920
KR0120,2015,11,5,Libertarian,84
KR0120,2015,11,5,Republican,9932
KR0120,2015,11,5,Unaffiliated,3060
KR0121,2015,11,5,Democratic,3004
KR0121,2015,11,5,Libertarian,140
KR0121,2015,11,5,Republican,7741
KR0121,2015,11,5,Unaffiliated,4866
KR0122,2015,11,5,Democratic,1563
KR0122,2015,11,5,Libertarian,63
KR0122,2015,11,5,Republican,6052
KR0122,2015,11,5,Unaffiliated,3142
KR0123,2015,11,5,Democratic,2498
KR0123,2015,11,5,Libertarian,71
KR0123,2015,11,5,Republican,4767
KR0123,2015,11,5,Unaffiliated,4185
KR0124,2015,11,5,Democratic,1529
KR0124,2015,11,5,Libertarian,77
KR0124,2015,11,5,Republican,7701
KR0124,2015,11,5,Unaffiliated,2233
KR0125,2015,11,5,Democratic,1985
KR0125,2015,11,5,Libertarian,88
KR0125,2015,11,5,Republican,4731
KR0125,2015,11,5,Unaffiliated,3213
district_kr,2015,11,5,desc_party,105
,2015,11,19,Democratic,258
,2015,11,19,Libertarian,32
,2015,11,19,Republican,319
,2015,11,19,Unaffiliated,668
KR0001,2015,11,19,Democratic,5112
KR0001,2015,11,19,Libertarian,129
KR0001,2015,11,19,Republican,6345
KR0001,2015,11,19,Unaffiliated,6021
KR0002,2015,11,19,Democratic,4879
KR0002,2015,11,19,Libertarian,93
KR0002,2015,11,19,Republican,5753
KR0002,2015,11,19,Unaffiliated,5035
KR0003,2015,11,19,Democratic,4156
KR0003,2015,11,19,Libertarian,107
KR0003,2015,11,19,Republican,4354
KR0003,2015,11,19,Unaffiliated,5191
KR0004,2015,11,19,Democratic,3923
KR0004,2015,11,19,Libertarian,119
KR0004,2015,11,19,Republican,7653
KR0004,2015,11,19,Unaffiliated,5507
KR0005,2015,11,19,Democratic,3300
KR0005,2015,11,19,Libertarian,119
KR0005,2015,11,19,Republican,6324
KR0005,2015,11,19,Unaffiliated,4681
KR0006,2015,11,19,Democratic,2885
KR0006,2015,11,19,Libertarian,116
KR0006,2015,11,19,Republican,7453
KR0006,2015,11,19,Unaffiliated,4445
KR0007,2015,11,19,Democratic,4051
KR0007,2015,11,19,Libertarian,134
KR0007,2015,11,19,Republican,6024
KR0007,2015,11,19,Unaffiliated,6148
KR0008,2015,11,19,Democratic,2724
KR0008,2015,11,19,Libertarian,115
KR0008,2015,11,19,Republican,9112
KR0008,2015,11,19,Unaffiliated,4807
KR0009,2015,11,19,Democratic,2875
KR0009,2015,11,19,Libertarian,131
KR0009,2015,11,19,Republican,6654
KR0009,2015,11,19,Unaffiliated,4899
KR0010,2015,11,19,Democratic,5280
KR0010,2015,11,19,Libertarian,199
KR0010,2015,11,19,Republican,4835
KR0010,2015,11,19,Unaffiliated,6148
KR0011,2015,11,19,Democratic,3035
KR0011,2015,11,19,Libertarian,90
KR0011,2015,11,19,Republican,6073
KR0011,2015,11,19,Unaffiliated,2954
KR0012,2015,11,19,Democratic,2327
KR0012,2015,11,19,Libertarian,98
KR0012,2015,11,19,Republican,7714
KR0012,2015,11,19,Unaffiliated,3105
KR0013,2015,11,19,Democratic,2009
KR0013,2015,11,19,Libertarian,61
KR0013,2015,11,19,Republican,7986
KR0013,2015,11,19,Unaffiliated,3687
KR0014,2015,11,19,Democratic,3351
KR0014,2015,11,19,Libertarian,142
KR0014,2015,11,19,Republican,7890
KR0014,2015,11,19,Unaffiliated,4891
KR0015,2015,11,19,Democratic,3104
KR0015,2015,11,19,Libertarian,163
KR0015,2015,11,19,Republican,5068
KR0015,2015,11,19,Unaffiliated,4235
KR0016,2015,11,19,Democratic,3837
KR0016,2015,11,19,Libertarian,156
KR0016,2015,11,19,Republican,7572
KR0016,2015,11,19,Unaffiliated,5048
KR0017,2015,11,19,Democratic,3785
KR0017,2015,11,19,Libertarian,143
KR0017,2015,11,19,Republican,7595
KR0017,2015,11,19,Unaffiliated,4907
KR0018,2015,11,19,Democratic,4221
KR0018,2015,11,19,Libertarian,128
KR0018,2015,11,19,Republican,6463
KR0018,2015,11,19,Unaffiliated,5081
KR0019,2015,11,19,Democratic,4217
KR0019,2015,11,19,Libertarian,142
KR0019,2015,11,19,Republican,8760
KR0019,2015,11,19,Unaffiliated,4876
KR0020,2015,11,19,Democratic,3787
KR0020,2015,11,19,Libertarian,127
KR0020,2015,11,19,Republican,9985
KR0020,2015,11,19,Unaffiliated,4878
KR0021,2015,11,19,Democratic,4686
KR0021,2015,11,19,Libertarian,167
KR0021,2015,11,19,Republican,7642
KR0021,2015,11,19,Unaffiliated,5332
KR0022,2015,11,19,Democratic,4105
KR0022,2015,11,19,Libertarian,176
KR0022,2015,11,19,Republican,4710
KR0022,2015,11,19,Unaffiliated,4828
KR0023,2015,11,19,Democratic,3743
KR0023,2015,11,19,Libertarian,144
KR0023,2015,11,19,Republican,5001
KR0023,2015,11,19,Unaffiliated,4412
KR0024,2015,11,19,Democratic,4472
KR0024,2015,11,19,Libertarian,185
KR0024,2015,11,19,Republican,4715
KR0024,2015,11,19,Unaffiliated,5396
KR0025,2015,11,19,Democratic,5038
KR0025,2015,11,19,Libertarian,149
KR0025,2015,11,19,Republican,7247
KR0025,2015,11,19,Unaffiliated,5542
KR0026,2015,11,19,Democratic,2929
KR0026,2015,11,19,Libertarian,144
KR0026,2015,11,19,Republican,7579
KR0026,2015,11,19,Unaffiliated,5051
KR0027,2015,11,19,Democratic,2774
KR0027,2015,11,19,Libertarian,136
KR0027,2015,11,19,Republican,9706
KR0027,2015,11,19,Unaffiliated,5102
KR0028,2015,11,19,Democratic,2818
KR0028,2015,11,19,Libertarian,101
KR0028,2015,11,19,Republican,8429
KR0028,2015,11,19,Unaffiliated,4692
KR0029,2015,11,19,Democratic,3890
KR0029,2015,11,19,Libertarian,170
KR0029,2015,11,19,Republican,6967
KR0029,2015,11,19,Unaffiliated,5110
KR0030,2015,11,19,Democratic,3699
KR0030,2015,11,19,Libertarian,180
KR0030,2015,11,19,Republican,6476
KR0030,2015,11,19,Unaffiliated,4924
KR0031,2015,11,19,Democratic,4266
KR0031,2015,11,19,Libertarian,105
KR0031,2015,11,19,Republican,1516
KR0031,2015,11,19,Unaffiliated,3338
KR0032,2015,11,19,Democratic,2627
KR0032,2015,11,19,Libertarian,27
KR0032,2015,11,19,Republican,622
KR0032,2015,11,19,Unaffiliated,1906
KR0033,2015,11,19,Democratic,4838
KR0033,2015,11,19,Libertarian,106
KR0033,2015,11,19,Republican,3309
KR0033,2015,11,19,Unaffiliated,4346
KR0034,2015,11,19,Democratic,6625
KR0034,2015,11,19,Libertarian,52
KR0034,2015,11,19,Republican,827
KR0034,2015,11,19,Unaffiliated,2840
KR0035,2015,11,19,Democratic,7085
KR0035,2015,11,19,Libertarian,47
KR0035,2015,11,19,Republican,944
KR0035,2015,11,19,Unaffiliated,2873
KR0036,2015,11,19,Democratic,7241
KR0036,2015,11,19,Libertarian,68
KR0036,2015,11,19,Republican,3528
KR0036,2015,11,19,Unaffiliated,3937
KR0037,2015,11,19,Democratic,4131
KR0037,2015,11,19,Libertarian,68
KR0037,2015,11,19,Republican,1727
KR0037,2015,11,19,Unaffiliated,3362
KR0038,2015,11,19,Democratic,3759
KR0038,2015,11,19,Libertarian,149
KR0038,2015,11,19,Republican,7197
KR0038,2015,11,19,Unaffiliated,5513
KR0039,2015,11,19,Democratic,3246
KR0039,2015,11,19,Libertarian,119
KR0039,2015,11,19,Republican,7241
KR0039,2015,11,19,Unaffiliated,4839
KR0040,2015,11,19,Democratic,3450
KR0040,2015,11,19,Libertarian,106
KR0040,2015,11,19,Republican,5149
KR0040,2015,11,19,Unaffiliated,4815
KR0041,2015,11,19,Democratic,3538
KR0041,2015,11,19,Libertarian,124
KR0041,2015,11,19,Republican,3656
KR0041,2015,11,19,Unaffiliated,4495
KR0042,2015,11,19,Democratic,3623
KR0042,2015,11,19,Libertarian,119
KR0042,2015,11,19,Republican,5943
KR0042,2015,11,19,Unaffiliated,5238
KR0043,2015,11,19,Democratic,2786
KR0043,2015,11,19,Libertarian,167
KR0043,2015,11,19,Republican,6023
KR0043,2015,11,19,Unaffiliated,4680
KR0044,2015,11,19,Democratic,6376
KR0044,2015,11,19,Libertarian,178
KR0044,2015,11,19,Republican,5190
KR0044,2015,11,19,Unaffiliated,6376
KR0045,2015,11,19,Democratic,5731
KR0045,2015,11,19,Libertarian,177
KR0045,2015,11,19,Republican,6512
KR0045,2015,11,19,Unaffiliated,6751
KR0046,2015,11,19,Democratic,8189
KR0046,2015,11,19,Libertarian,283
KR0046,2015,11,19,Republican,3256
KR0046,2015,11,19,Unaffiliated,7658
KR0047,2015,11,19,Democratic,3462
KR0047,2015,11,19,Libertarian,96
KR0047,2015,11,19,Republican,6681
KR0047,2015,11,19,Unaffiliated,4972
KR0048,2015,11,19,Democratic,3065
KR0048,2015,11,19,Libertarian,129
KR0048,2015,11,19,Republican,7653
KR0048,2015,11,19,Unaffiliated,4827
KR0049,2015,11,19,Democratic,2993
KR0049,2015,11,19,Libertarian,156
KR0049,2015,11,19,Republican,6022
KR0049,2015,11,19,Unaffiliated,4352
KR0050,2015,11,19,Democratic,3779
KR0050,2015,11,19,Libertarian,91
KR0050,2015,11,19,Republican,6904
KR0050,2015,11,19,Unaffiliated,4472
KR0051,2015,11,19,Democratic,2347
KR0051,2015,11,19,Libertarian,95
KR0051,2015,11,19,Republican,8062
KR0051,2015,11,19,Unaffiliated,3897
KR0052,2015,11,19,Democratic,3658
KR0052,2015,11,19,Libertarian,89
KR0052,2015,11,19,Republican,8305
KR0052,2015,11,19,Unaffiliated,4274
KR0053,2015,11,19,Democratic,4395
KR0053,2015,11,19,Libertarian,110
KR0053,2015,11,19,Republican,5721
KR0053,2015,11,19,Unaffiliated,4390
KR0054,2015,11,19,Democratic,3540
KR0054,2015,11,19,Libertarian,128
KR0054,2015,11,19,Republican,6932
KR0054,2015,11,19,Unaffiliated,4514
KR0055,2015,11,19,Democratic,4646
KR0055,2015,11,19,Libertarian,147
KR0055,2015,11,19,Republican,4098
KR0055,2015,11,19,Unaffiliated,4449
KR0056,2015,11,19,Democratic,4224
KR0056,2015,11,19,Libertarian,108
KR0056,2015,11,19,Republican,5469
KR0056,2015,11,19,Unaffiliated,4333
KR0057,2015,11,19,Democratic,4314
KR0057,2015,11,19,Libertarian,85
KR0057,2015,11,19,Republican,2471
KR0057,2015,11,19,Unaffiliated,3836
KR0058,2015,11,19,Democratic,4800
KR0058,2015,11,19,Libertarian,105
KR0058,2015,11,19,Republican,2106
KR0058,2015,11,19,Unaffiliated,3995
KR0059,2015,11,19,Democratic,3185
KR0059,2015,11,19,Libertarian,117
KR0059,2015,11,19,Republican,7644
KR0059,2015,11,19,Unaffiliated,4599
KR0060,2015,11,19,Democratic,3317
KR0060,2015,11,19,Libertarian,119
KR0060,2015,11,19,Republican,5216
KR0060,2015,11,19,Unaffiliated,4820
KR0061,2015,11,19,Democratic,2537
KR0061,2015,11,19,Libertarian,78
KR0061,2015,11,19,Republican,7616
KR0061,2015,11,19,Unaffiliated,3520
KR0062,2015,11,19,Democratic,2957
KR0062,2015,11,19,Libertarian,69
KR0062,2015,11,19,Republican,7816
KR0062,2015,11,19,Unaffiliated,3817
KR0063,2015,11,19,Democratic,3737
KR0063,2015,11,19,Libertarian,73
KR0063,2015,11,19,Republican,6039
KR0063,2015,11,19,Unaffiliated,4911
KR0064,2015,11,19,Democratic,1138
KR0064,2015,11,19,Libertarian,68
KR0064,2015,11,19,Republican,5456
KR0064,2015,11,19,Unaffiliated,2362
KR0065,2015,11,19,Democratic,2622
KR0065,2015,11,19,Libertarian,63
KR0065,2015,11,19,Republican,3005
KR0065,2015,11,19,Unaffiliated,3010
KR0066,2015,11,19,Democratic,3152
KR0066,2015,11,19,Libertarian,157
KR0066,2015,11,19,Republican,4512
KR0066,2015,11,19,Unaffiliated,4619
KR0067,2015,11,19,Democratic,3116
KR0067,2015,11,19,Libertarian,134
KR0067,2015,11,19,Republican,7010
KR0067,2015,11,19,Unaffiliated,4273
KR0068,2015,11,19,Democratic,2775
KR0068,2015,11,19,Libertarian,74
KR0068,2015,11,19,Republican,6102
KR0068,2015,11,19,Unaffiliated,3609
KR0069,2015,11,19,Democratic,2610
KR0069,2015,11,19,Libertarian,142
KR0069,2015,11,19,Republican,5028
KR0069,2015,11,19,Unaffiliated,4884
KR0070,2015,11,19,Democratic,2116
KR0070,2015,11,19,Libertarian,100
KR0070,2015,11,19,Republican,8537
KR0070,2015,11,19,Unaffiliated,3707
KR0071,2015,11,19,Democratic,2694
KR0071,2015,11,19,Libertarian,127
KR0071,2015,11,19,Republican,7170
KR0071,2015,11,19,Unaffiliated,4764
KR0072,2015,11,19,Democratic,3008
KR0072,2015,11,19,Libertarian,73
KR0072,2015,11,19,Republican,6583
KR0072,2015,11,19,Unaffiliated,4063
KR0073,2015,11,19,Democratic,1867
KR0073,2015,11,19,Libertarian,98
KR0073,2015,11,19,Republican,7683
KR0073,2015,11,19,Unaffiliated,3075
KR0074,2015,11,19,Democratic,2082
KR0074,2015,11,19,Libertarian,91
KR0074,2015,11,19,Republican,7764
KR0074,2015,11,19,Unaffiliated,3631
KR0075,2015,11,19,Democratic,2747
KR0075,2015,11,19,Libertarian,78
KR0075,2015,11,19,Republican,6132
KR0075,2015,11,19,Unaffiliated,3801
KR0076,2015,11,19,Democratic,2789
KR0076,2015,11,19,Libertarian,115
KR0076,2015,11,19,Republican,7275
KR0076,2015,11,19,Unaffiliated,4275
KR0077,2015,11,19,Democratic,2375
KR0077,2015,11,19,Libertarian,107
KR0077,2015,11,19,Republican,7158
KR0077,2015,11,19,Unaffiliated,4481
KR0078,2015,11,19,Democratic,3064
KR0078,2015,11,19,Libertarian,133
KR0078,2015,11,19,Republican,7423
KR0078,2015,11,19,Unaffiliated,4781
KR0079,2015,11,19,Democratic,2889
KR0079,2015,11,19,Libertarian,104
KR0079,2015,11,19,Republican,6200
KR0079,2015,11,19,Unaffiliated,4055
KR0080,2015,11,19,Democratic,3204
KR0080,2015,11,19,Libertarian,92
KR0080,2015,11,19,Republican,5471
KR0080,2015,11,19,Unaffiliated,3772
KR0081,2015,11,19,Democratic,2045
KR0081,2015,11,19,Libertarian,82
KR0081,2015,11,19,Republican,4388
KR0081,2015,11,19,Unaffiliated,4269
KR0082,2015,11,19,Democratic,2403
KR0082,2015,11,19,Libertarian,106
KR0082,2015,11,19,Republican,6698
KR0082,2015,11,19,Unaffiliated,5038
KR0083,2015,11,19,Democratic,3550
KR0083,2015,11,19,Libertarian,116
KR0083,2015,11,19,Republican,3384
KR0083,2015,11,19,Unaffiliated,4129
KR0084,2015,11,19,Democratic,5389
KR0084,2015,11,19,Libertarian,93
KR0084,2015,11,19,Republican,2401
KR0084,2015,11,19,Unaffiliated,4057
KR0085,2015,11,19,Democratic,3050
KR0085,2015,11,19,Libertarian,116
KR0085,2015,11,19,Republican,7835
KR0085,2015,11,19,Unaffiliated,4874
KR0086,2015,11,19,Democratic,3099
KR0086,2015,11,19,Libertarian,106
KR0086,2015,11,19,Republican,2714
KR0086,2015,11,19,Unaffiliated,4585
KR0087,2015,11,19,Democratic,3189
KR0087,2015,11,19,Libertarian,97
KR0087,2015,11,19,Republican,6893
KR0087,2015,11,19,Unaffiliated,4328
KR0088,2015,11,19,Democratic,3350
KR0088,2015,11,19,Libertarian,95
KR0088,2015,11,19,Republican,3622
KR0088,2015,11,19,Unaffiliated,4804
KR0089,2015,11,19,Democratic,5197
KR0089,2015,11,19,Libertarian,95
KR0089,2015,11,19,Republican,3453
KR0089,2015,11,19,Unaffiliated,4097
KR0090,2015,11,19,Democratic,2111
KR0090,2015,11,19,Libertarian,111
KR0090,2015,11,19,Republican,7257
KR0090,2015,11,19,Unaffiliated,4616
KR0091,2015,11,19,Democratic,2575
KR0091,2015,11,19,Libertarian,96
KR0091,2015,11,19,Republican,6489
KR0091,2015,11,19,Unaffiliated,4844
KR0092,2015,11,19,Democratic,3446
KR0092,2015,11,19,Libertarian,112
KR0092,2015,11,19,Republican,4265
KR0092,2015,11,19,Unaffiliated,4421
KR0093,2015,11,19,Democratic,2360
KR0093,2015,11,19,Libertarian,104
KR0093,2015,11,19,Republican,6224
KR0093,2015,11,19,Unaffiliated,4812
KR0094,2015,11,19,Democratic,2486
KR0094,2015,11,19,Libertarian,84
KR0094,2015,11,19,Republican,7545
KR0094,2015,11,19,Unaffiliated,4730
KR0095,2015,11,19,Democratic,2753
KR0095,2015,11,19,Libertarian,108
KR0095,2015,11,19,Republican,2999
KR0095,2015,11,19,Unaffiliated,4361
KR0096,2015,11,19,Democratic,2885
KR0096,2015,11,19,Libertarian,81
KR0096,2015,11,19,Republican,2916
KR0096,2015,11,19,Unaffiliated,4530
KR0097,2015,11,19,Democratic,2512
KR0097,2015,11,19,Libertarian,112
KR0097,2015,11,19,Republican,4457
KR0097,2015,11,19,Unaffiliated,4788
KR0098,2015,11,19,Democratic,2530
KR0098,2015,11,19,Libertarian,100
KR0098,2015,11,19,Republican,3321
KR0098,2015,11,19,Unaffiliated,4654
KR0099,2015,11,19,Democratic,2094
KR0099,2015,11,19,Libertarian,102
KR0099,2015,11,19,Republican,8767
KR0099,2015,11,19,Unaffiliated,4849
KR0100,2015,11,19,Democratic,2662
KR0100,2015,11,19,Libertarian,99
KR0100,2015,11,19,Republican,7870
KR0100,2015,11,19,Unaffiliated,4906
KR0101,2015,11,19,Democratic,2235
KR0101,2015,11,19,Libertarian,85
KR0101,2015,11,19,Republican,8216
KR0101,2015,11,19,Unaffiliated,4448
KR0102,2015,11,19,Democratic,3203
KR0102,2015,11,19,Libertarian,136
KR0102,2015,11,19,Republican,3729
KR0102,2015,11,19,Unaffiliated,4603
KR0103,2015,11,19,Democratic,2337
KR0103,2015,11,19,Libertarian,78
KR0103,2015,11,19,Republican,1348
KR0103,2015,11,19,Unaffiliated,3331
KR0104,2015,11,19,Democratic,3591
KR0104,2015,11,19,Libertarian,93
KR0104,2015,11,19,Republican,8616
KR0104,2015,11,19,Unaffiliated,4506
KR0105,2015,11,19,Democratic,2832
KR0105,2015,11,19,Libertarian,132
KR0105,2015,11,19,Republican,4903
KR0105,2015,11,19,Unaffiliated,4684
KR0106,2015,11,19,Democratic,2482
KR0106,2015,11,19,Libertarian,51
KR0106,2015,11,19,Republican,9114
KR0106,2015,11,19,Unaffiliated,3023
KR0107,2015,11,19,Democratic,2239
KR0107,2015,11,19,Libertarian,89
KR0107,2015,11,19,Republican,9158
KR0107,2015,11,19,Unaffiliated,3564
KR0108,2015,11,19,Democratic,2697
KR0108,2015,11,19,Libertarian,96
KR0108,2015,11,19,Republican,7335
KR0108,2015,11,19,Unaffiliated,4069
KR0109,2015,11,19,Democratic,2388
KR0109,2015,11,19,Libertarian,60
KR0109,2015,11,19,Republican,9648
KR0109,2015,11,19,Unaffiliated,3018
KR0110,2015,11,19,Democratic,2004
KR0110,2015,11,19,Libertarian,64
KR0110,2015,11,19,Republican,9055
KR0110,2015,11,19,Unaffiliated,2965
KR0111,2015,11,19,Democratic,3597
KR0111,2015,11,19,Libertarian,141
KR0111,2015,11,19,Republican,6865
KR0111,2015,11,19,Unaffiliated,4250
KR0112,2015,11,19,Democratic,2357
KR0112,2015,11,19,Libertarian,76
KR0112,2015,11,19,Republican,7279
KR0112,2015,11,19,Unaffiliated,3873
KR0113,2015,11,19,Democratic,2168
KR0113,2015,11,19,Libertarian,96
KR0113,2015,11,19,Republican,8060
KR0113,2015,11,19,Unaffiliated,3006
KR0114,2015,11,19,Democratic,2757
KR0114,2015,11,19,Libertarian,101
KR0114,2015,11,19,Republican,7605
KR0114,2015,11,19,Unaffiliated,4160
KR0115,2015,11,19,Democratic,1933
KR0115,2015,11,19,Libertarian,86
KR0115,2015,11,19,Republican,6482
KR0115,2015,11,19,Unaffiliated,3073
KR0116,2015,11,19,Democratic,2707
KR0116,2015,11,19,Libertarian,86
KR0116,2015,11,19,Republican,8181
KR0116,2015,11,19,Unaffiliated,3646
KR0117,2015,11,19,Democratic,2285
KR0117,2015,11,19,Libertarian,46
KR0117,2015,11,19,Republican,8799
KR0117,2015,11,19,Unaffiliated,2895
KR0118,2015,11,19,Democratic,2000
KR0118,2015,11,19,Libertarian,61
KR0118,2015,11,19,Republican,9888
KR0118,2015,11,19,Unaffiliated,3054
KR0119,2015,11,19,Democratic,2372
KR0119,2015,11,19,Libertarian,83
KR0119,2015,11,19,Republican,3858
KR0119,2015,11,19,Unaffiliated,3566
KR0120,2015,11,19,Democratic,1920
KR0120,2015,11,19,Libertarian,84
KR0120,2015,11,19,Republican,9924
KR0120,2015,11,19,Unaffiliated,3068
KR0121,2015,11,19,Democratic,3020
KR0121,2015,11,19,Libertarian,141
KR0121,2015,11,19,Republican,7766
KR0121,2015,11,19,Unaffiliated,4879
KR0122,2015,11,19,Democratic,1563
KR0122,2015,11,19,Libertarian,63
KR0122,2015,11,19,Republican,6047
KR0122,2015,11,19,Unaffiliated,3146
KR0123,2015,11,19,Democratic,2503
KR0123,2015,11,19,Libertarian,73
KR0123,2015,11,19,Republican,4765
KR0123,2015,11,19,Unaffiliated,4202
KR0124,2015,11,19,Democratic,1531
KR0124,2015,11,19,Libertarian,78
KR0124,2015,11,19,Republican,7691
KR0124,2015,11,19,Unaffiliated,2230
KR0125,2015,11,19,Democratic,1986
KR0125,2015,11,19,Libertarian,88
KR0125,2015,11,19,Republican,4732
KR0125,2015,11,19,Unaffiliated,3220
district_kr,2015,11,19,desc_party,105
,2016,2,3,Democratic,237
,2016,2,3,Libertarian,21
,2016,2,3,Republican,293
,2016,2,3,Unaffiliated,551
KR0001,2016,2,3,Democratic,5050
KR0001,2016,2,3,Libertarian,127
KR0001,2016,2,3,Republican,6336
KR0001,2016,2,3,Unaffiliated,5994
KR0002,2016,2,3,Democratic,4847
KR0002,2016,2,3,Libertarian,94
KR0002,2016,2,3,Republican,5759
KR0002,2016,2,3,Unaffiliated,5044
KR0003,2016,2,3,Democratic,4141
KR0003,2016,2,3,Libertarian,108
KR0003,2016,2,3,Republican,4377
KR0003,2016,2,3,Unaffiliated,5235
KR0004,2016,2,3,Democratic,3754
KR0004,2016,2,3,Libertarian,112
