desc_party,district_kr,date,count
Republican,22,2016-02-03,4726
Unaffiliated,22,2016-02-03,4800
Libertarian,22,2016-02-03,174
Democratic,22,2016-02-03,4131
Republican,22,2016-04-21,4767
Libertarian,22,2016-04-21,178
Democratic,22,2016-04-21,4430
Unaffiliated,22,2016-04-21,4731
Democratic,22,2016-06-02,4463
Unaffiliated,22,2016-06-02,4752
Republican,22,2016-06-02,4775
Libertarian,22,2016-06-02,181
Libertarian,22,2016-08-02,185
Republican,22,2016-08-02,4821
Democratic,22,2016-08-02,4539
Unaffiliated,22,2016-08-02,4782
Republican,22,2016-10-06,4927
Unaffiliated,22,2016-10-06,4684
Libertarian,22,2016-10-06,203
Democratic,22,2016-10-06,4700
Republican,22,2017-01-12,4680
Unaffiliated,22,2017-01-12,4468
Democratic,22,2017-01-12,4458
Libertarian,22,2017-01-12,191
Republican,22,2017-02-17,4705
Democratic,22,2017-02-17,4479
Unaffiliated,22,2017-02-17,4494
Libertarian,22,2017-02-17,196
Unaffiliated,22,2017-03-07,4496
Libertarian,22,2017-03-07,196
Republican,22,2017-03-07,4706
Democratic,22,2017-03-07,4478
Unaffiliated,22,2017-04-03,4514
Democratic,22,2017-04-03,4489
Libertarian,22,2017-04-03,194
Republican,22,2017-04-03,4694
Libertarian,22,2017-05-11,194
Unaffiliated,22,2017-05-11,4545
Republican,22,2017-05-11,4694
Democratic,22,2017-05-11,4485
Republican,22,2017-06-06,4691
Unaffiliated,22,2017-06-06,4548
Democratic,22,2017-06-06,4492
Libertarian,22,2017-06-06,194
Libertarian,22,2017-06-23,195
Unaffiliated,22,2017-06-23,4556
Republican,22,2017-06-23,4687
Democratic,22,2017-06-23,4492
Unaffiliated,22,2017-08-02,4533
Libertarian,22,2017-08-02,200
Republican,22,2017-08-02,4655
Democratic,22,2017-08-02,4400
Libertarian,22,2017-09-01,203
Democratic,22,2017-09-01,4398
Republican,22,2017-09-01,4660
Unaffiliated,22,2017-09-01,4583
Unaffiliated,22,2017-10-05,4612
Republican,22,2017-10-05,4642
Democratic,22,2017-10-05,4409
Libertarian,22,2017-10-05,200
Democratic,22,2017-11-02,4427
Republican,22,2017-11-02,4660
Libertarian,22,2017-11-02,204
Unaffiliated,22,2017-11-02,4645
Democratic,22,2017-12-14,4451
Libertarian,22,2017-12-14,208
Unaffiliated,22,2017-12-14,4691
Republican,22,2017-12-14,4661
Libertarian,23,2014-12-22,134
Unaffiliated,23,2014-12-22,4168
Democratic,23,2014-12-22,3619
Republican,23,2014-12-22,5008
Libertarian,23,2015-06-11,140
Republican,23,2015-06-11,4988
Democratic,23,2015-06-11,3655
Unaffiliated,23,2015-06-11,4267
Republican,23,2015-09-04,5003
Democratic,23,2015-09-04,3713
Unaffiliated,23,2015-09-04,4349
Libertarian,23,2015-09-04,146
Democratic,23,2015-11-05,3738
Republican,23,2015-11-05,5016
Libertarian,23,2015-11-05,143
Unaffiliated,23,2015-11-05,4402
Libertarian,23,2015-11-19,144
Republican,23,2015-11-19,5001
Unaffiliated,23,2015-11-19,4412
Democratic,23,2015-11-19,3743
Libertarian,23,2016-02-03,137
Republican,23,2016-02-03,5013
Democratic,23,2016-02-03,3754
Unaffiliated,23,2016-02-03,4409
Republican,23,2016-04-21,5030
Libertarian,23,2016-04-21,138
Democratic,23,2016-04-21,4008
Unaffiliated,23,2016-04-21,4344
Democratic,23,2016-06-02,3999
Libertarian,23,2016-06-02,139
Unaffiliated,23,2016-06-02,4387
Republican,23,2016-06-02,5022
Unaffiliated,23,2016-08-02,4440
Republican,23,2016-08-02,5079
Democratic,23,2016-08-02,4089
Libertarian,23,2016-08-02,151
Libertarian,23,2016-10-06,176
Unaffiliated,23,2016-10-06,4390
Republican,23,2016-10-06,5183
Democratic,23,2016-10-06,4234
Republican,23,2017-01-12,4962
Unaffiliated,23,2017-01-12,4181
Democratic,23,2017-01-12,4006
Libertarian,23,2017-01-12,173
Democratic,23,2017-02-17,4027
Republican,23,2017-02-17,4980
Libertarian,23,2017-02-17,176
Unaffiliated,23,2017-02-17,4209
Libertarian,23,2017-03-07,179
Unaffiliated,23,2017-03-07,4217
Republican,23,2017-03-07,4958
Democratic,23,2017-03-07,4025
Unaffiliated,23,2017-04-03,4230
Democratic,23,2017-04-03,4032
Libertarian,23,2017-04-03,183
Republican,23,2017-04-03,4948
Republican,23,2017-05-11,4951
Democratic,23,2017-05-11,4033
Unaffiliated,23,2017-05-11,4256
Libertarian,23,2017-05-11,183
Republican,23,2017-06-06,4954
Unaffiliated,23,2017-06-06,4278
Democratic,23,2017-06-06,4052
Libertarian,23,2017-06-06,186
Democratic,23,2017-06-23,4048
Libertarian,23,2017-06-23,188
Republican,23,2017-06-23,4960
Unaffiliated,23,2017-06-23,4291
Republican,23,2017-08-02,4953
Unaffiliated,23,2017-08-02,4278
Libertarian,23,2017-08-02,180
Democratic,23,2017-08-02,4067
Unaffiliated,23,2017-09-01,4317
Republican,23,2017-09-01,4951
Democratic,23,2017-09-01,4094
Libertarian,23,2017-09-01,178
Libertarian,23,2017-10-05,179
Unaffiliated,23,2017-10-05,4343
Democratic,23,2017-10-05,4105
Republican,23,2017-10-05,4947
Republican,23,2017-11-02,4948
Unaffiliated,23,2017-11-02,4356
Democratic,23,2017-11-02,4121
Libertarian,23,2017-11-02,186
Democratic,23,2017-12-14,4161
Libertarian,23,2017-12-14,186
Unaffiliated,23,2017-12-14,4398
Republican,23,2017-12-14,4947
Unaffiliated,24,2014-12-22,5174
Democratic,24,2014-12-22,4283
Libertarian,24,2014-12-22,173
Republican,24,2014-12-22,4703
Libertarian,24,2015-06-11,176
Unaffiliated,24,2015-06-11,5292
Democratic,24,2015-06-11,4342
Republican,24,2015-06-11,4678
Unaffiliated,24,2015-09-04,5371
Libertarian,24,2015-09-04,179
Democratic,24,2015-09-04,4384
Republican,24,2015-09-04,4698
Republican,24,2015-11-05,4716
Unaffiliated,24,2015-11-05,5393
Libertarian,24,2015-11-05,183
Democratic,24,2015-11-05,4454
Democratic,24,2015-11-19,4472
Republican,24,2015-11-19,4715
Libertarian,24,2015-11-19,185
Unaffiliated,24,2015-11-19,5396
Libertarian,24,2016-02-03,184
Republican,24,2016-02-03,4702
Democratic,24,2016-02-03,4525
Unaffiliated,24,2016-02-03,5383
Democratic,24,2016-04-21,4927
Unaffiliated,24,2016-04-21,5258
Libertarian,24,2016-04-21,180
Republican,24,2016-04-21,4706
Unaffiliated,24,2016-06-02,5293
Republican,24,2016-06-02,4708
Libertarian,24,2016-06-02,186
Democratic,24,2016-06-02,4941
Libertarian,24,2016-08-02,197
Republican,24,2016-08-02,4807
Unaffiliated,24,2016-08-02,5402
Democratic,24,2016-08-02,5078
Libertarian,24,2016-10-06,206
Democratic,24,2016-10-06,5319
Republican,24,2016-10-06,4955
Unaffiliated,24,2016-10-06,5223
Democratic,24,2017-01-12,5056
Republican,24,2017-01-12,4776
Unaffiliated,24,2017-01-12,5029
Libertarian,24,2017-01-12,194
Unaffiliated,24,2017-02-17,5066
Republican,24,2017-02-17,4803
Libertarian,24,2017-02-17,194
Democratic,24,2017-02-17,5079
Democratic,24,2017-03-07,5090
Libertarian,24,2017-03-07,195
Unaffiliated,24,2017-03-07,5073
Republican,24,2017-03-07,4802
Republican,24,2017-04-03,4815
Democratic,24,2017-04-03,5099
Unaffiliated,24,2017-04-03,5084
Libertarian,24,2017-04-03,191
Democratic,24,2017-05-11,5116
Libertarian,24,2017-05-11,194
Unaffiliated,24,2017-05-11,5111
Republican,24,2017-05-11,4823
Democratic,24,2017-06-06,5117
Unaffiliated,24,2017-06-06,5128
Libertarian,24,2017-06-06,194
Republican,24,2017-06-06,4819
Unaffiliated,24,2017-06-23,5133
Democratic,24,2017-06-23,5120
Libertarian,24,2017-06-23,195
Republican,24,2017-06-23,4818
Unaffiliated,24,2017-08-02,5157
Democratic,24,2017-08-02,5115
Libertarian,24,2017-08-02,193
Republican,24,2017-08-02,4804
Libertarian,24,2017-09-01,190
Unaffiliated,24,2017-09-01,5180
Republican,24,2017-09-01,4798
Democratic,24,2017-09-01,5129
Unaffiliated,24,2017-10-05,5208
Libertarian,24,2017-10-05,191
Republican,24,2017-10-05,4788
Democratic,24,2017-10-05,5113
Libertarian,24,2017-11-02,193
Republican,24,2017-11-02,4784
Democratic,24,2017-11-02,5119
Unaffiliated,24,2017-11-02,5238
Unaffiliated,24,2017-12-14,5279
Republican,24,2017-12-14,4778
Libertarian,24,2017-12-14,189
Democratic,24,2017-12-14,5131
Democratic,25,2014-12-22,4915
Unaffiliated,25,2014-12-22,5291
Libertarian,25,2014-12-22,142
Republican,25,2014-12-22,7236
Libertarian,25,2015-06-11,146
Unaffiliated,25,2015-06-11,5433
Republican,25,2015-06-11,7216
Democratic,25,2015-06-11,4909
Libertarian,25,2015-09-04,146
Unaffiliated,25,2015-09-04,5498
Republican,25,2015-09-04,7238
Democratic,25,2015-09-04,4981
Libertarian,25,2015-11-05,147
Unaffiliated,25,2015-11-05,5538
Democratic,25,2015-11-05,5028
Republican,25,2015-11-05,7235
Libertarian,25,2015-11-19,149
Republican,25,2015-11-19,7247
Democratic,25,2015-11-19,5038
Unaffiliated,25,2015-11-19,5542
Democratic,25,2016-02-03,5076
Unaffiliated,25,2016-02-03,5541
Libertarian,25,2016-02-03,152
Republican,25,2016-02-03,7267
Democratic,25,2016-04-21,5442
Republican,25,2016-04-21,7252
Unaffiliated,25,2016-04-21,5437
Libertarian,25,2016-04-21,144
Unaffiliated,25,2016-06-02,5478
Democratic,25,2016-06-02,5463
Republican,25,2016-06-02,7229
Libertarian,25,2016-06-02,151
Libertarian,25,2016-08-02,156
Republican,25,2016-08-02,7265
Unaffiliated,25,2016-08-02,5494
Democratic,25,2016-08-02,5478
Democratic,25,2016-10-06,5779
Libertarian,25,2016-10-06,163
Republican,25,2016-10-06,7451
Unaffiliated,25,2016-10-06,5331
Libertarian,25,2017-01-12,150
Republican,25,2017-01-12,7163
Democratic,25,2017-01-12,5620
Unaffiliated,25,2017-01-12,5134
Libertarian,25,2017-02-17,155
Democratic,25,2017-02-17,5640
Unaffiliated,25,2017-02-17,5199
Republican,25,2017-02-17,7201
Unaffiliated,25,2017-03-07,5203
Democratic,25,2017-03-07,5636
Republican,25,2017-03-07,7189
Libertarian,25,2017-03-07,156
Unaffiliated,25,2017-04-03,5234
Libertarian,25,2017-04-03,155
Republican,25,2017-04-03,7178
Democratic,25,2017-04-03,5649
Republican,25,2017-05-11,7175
Libertarian,25,2017-05-11,155
Unaffiliated,25,2017-05-11,5258
Democratic,25,2017-05-11,5652
Democratic,25,2017-06-06,5660
Libertarian,25,2017-06-06,158
Republican,25,2017-06-06,7171
Unaffiliated,25,2017-06-06,5275
Libertarian,25,2017-06-23,160
Democratic,25,2017-06-23,5661
Unaffiliated,25,2017-06-23,5287
Republican,25,2017-06-23,7162
Libertarian,25,2017-08-02,164
Democratic,25,2017-08-02,5675
Republican,25,2017-08-02,7128
Unaffiliated,25,2017-08-02,5299
Libertarian,25,2017-09-01,165
Republican,25,2017-09-01,7097
Unaffiliated,25,2017-09-01,5328
Democratic,25,2017-09-01,5673
Libertarian,25,2017-10-05,168
Unaffiliated,25,2017-10-05,5364
Democratic,25,2017-10-05,5680
Republican,25,2017-10-05,7090
Libertarian,25,2017-11-02,167
Republican,25,2017-11-02,7084
Unaffiliated,25,2017-11-02,5395
Democratic,25,2017-11-02,5685
Democratic,25,2017-12-14,5725
Libertarian,25,2017-12-14,170
Unaffiliated,25,2017-12-14,5446
Republican,25,2017-12-14,7080
Libertarian,26,2014-12-22,134
Republican,26,2014-12-22,7311
Unaffiliated,26,2014-12-22,4828
Democratic,26,2014-12-22,2892
Democratic,26,2015-06-11,2891
Republican,26,2015-06-11,7428
Unaffiliated,26,2015-06-11,4900
Libertarian,26,2015-06-11,144
Democratic,26,2015-09-04,2902
Republican,26,2015-09-04,7506
Libertarian,26,2015-09-04,145
Unaffiliated,26,2015-09-04,4975
Unaffiliated,26,2015-11-05,5041
Democratic,26,2015-11-05,2918
Republican,26,2015-11-05,7559
Libertarian,26,2015-11-05,146
Democratic,26,2015-11-19,2929
Unaffiliated,26,2015-11-19,5051
Republican,26,2015-11-19,7579
Libertarian,26,2015-11-19,144
Republican,26,2016-02-03,7610
Democratic,26,2016-02-03,2932
Unaffiliated,26,2016-02-03,5057
Libertarian,26,2016-02-03,141
Republican,26,2016-04-21,7693
Democratic,26,2016-04-21,3101
Unaffiliated,26,2016-04-21,5011
Libertarian,26,2016-04-21,149
Democratic,26,2016-06-02,3104
Libertarian,26,2016-06-02,149
Unaffiliated,26,2016-06-02,5012
Republican,26,2016-06-02,7712
Republican,26,2016-08-02,7887
Unaffiliated,26,2016-08-02,5135
Libertarian,26,2016-08-02,155
Democratic,26,2016-08-02,3210
Libertarian,26,2016-10-06,166
Republican,26,2016-10-06,8069
Democratic,26,2016-10-06,3321
Unaffiliated,26,2016-10-06,5109
Unaffiliated,26,2017-01-12,5048
Libertarian,26,2017-01-12,185
Democratic,26,2017-01-12,3250
Republican,26,2017-01-12,7993
Libertarian,26,2017-02-17,188
Democratic,26,2017-02-17,3258
Republican,26,2017-02-17,8047
Unaffiliated,26,2017-02-17,5088
Republican,26,2017-03-07,8060
Democratic,26,2017-03-07,3259
Unaffiliated,26,2017-03-07,5088
Libertarian,26,2017-03-07,190
Unaffiliated,26,2017-04-03,5104
Democratic,26,2017-04-03,3274
Libertarian,26,2017-04-03,192
Republican,26,2017-04-03,8092
Republican,26,2017-05-11,8107
Libertarian,26,2017-05-11,199
Democratic,26,2017-05-11,3280
Unaffiliated,26,2017-05-11,5114
Libertarian,26,2017-06-06,198
Democratic,26,2017-06-06,3286
Republican,26,2017-06-06,8108
Unaffiliated,26,2017-06-06,5134
Democratic,26,2017-06-23,3283
Unaffiliated,26,2017-06-23,5146
Republican,26,2017-06-23,8104
Libertarian,26,2017-06-23,199
Republican,26,2017-08-02,8127
Democratic,26,2017-08-02,3338
Libertarian,26,2017-08-02,196
Unaffiliated,26,2017-08-02,5188
Democratic,26,2017-09-01,3340
Republican,26,2017-09-01,8150
Libertarian,26,2017-09-01,199
Unaffiliated,26,2017-09-01,5247
Republican,26,2017-10-05,8164
Unaffiliated,26,2017-10-05,5267
Libertarian,26,2017-10-05,202
Democratic,26,2017-10-05,3350
Unaffiliated,26,2017-11-02,5318
Republican,26,2017-11-02,8187
Democratic,26,2017-11-02,3373
Libertarian,26,2017-11-02,204
Republican,26,2017-12-14,8226
Unaffiliated,26,2017-12-14,5354
Democratic,26,2017-12-14,3391
Libertarian,26,2017-12-14,208
Unaffiliated,27,2014-12-22,4673
Democratic,27,2014-12-22,2583
Libertarian,27,2014-12-22,125
Republican,27,2014-12-22,9085
Republican,27,2015-06-11,9551
Democratic,27,2015-06-11,2701
Libertarian,27,2015-06-11,138
Unaffiliated,27,2015-06-11,5004
Democratic,27,2015-09-04,2736
Libertarian,27,2015-09-04,137
Republican,27,2015-09-04,9613
Unaffiliated,27,2015-09-04,5077
Republican,27,2015-11-05,9685
Unaffiliated,27,2015-11-05,5101
Democratic,27,2015-11-05,2766
Libertarian,27,2015-11-05,132
Democratic,27,2015-11-19,2774
Unaffiliated,27,2015-11-19,5102
Republican,27,2015-11-19,9706
Libertarian,27,2015-11-19,136
Democratic,27,2016-02-03,2812
Unaffiliated,27,2016-02-03,5107
Republican,27,2016-02-03,9801
Libertarian,27,2016-02-03,135
Unaffiliated,27,2016-04-21,5118
Democratic,27,2016-04-21,2968
Libertarian,27,2016-04-21,131
Republican,27,2016-04-21,9863
Unaffiliated,27,2016-06-02,5137
Republican,27,2016-06-02,9879
Libertarian,27,2016-06-02,126
Democratic,27,2016-06-02,2974
Libertarian,27,2016-08-02,138
Unaffiliated,27,2016-08-02,5270
Republican,27,2016-08-02,10160
Democratic,27,2016-08-02,3075
Unaffiliated,27,2016-10-06,5172
Republican,27,2016-10-06,10478
Democratic,27,2016-10-06,3185
Libertarian,27,2016-10-06,137
Democratic,27,2017-01-12,3093
Unaffiliated,27,2017-01-12,5199
Republican,27,2017-01-12,10283
Libertarian,27,2017-01-12,146
Libertarian,27,2017-02-17,151
Unaffiliated,27,2017-02-17,5240
Democratic,27,2017-02-17,3118
Republican,27,2017-02-17,10311
Republican,27,2017-03-07,10327
Libertarian,27,2017-03-07,150
Democratic,27,2017-03-07,3124
Unaffiliated,27,2017-03-07,5263
Democratic,27,2017-04-03,3140
Republican,27,2017-04-03,10351
Unaffiliated,27,2017-04-03,5282
Libertarian,27,2017-04-03,149
Democratic,27,2017-05-11,3146
Republican,27,2017-05-11,10372
Libertarian,27,2017-05-11,149
Unaffiliated,27,2017-05-11,5303
Republican,27,2017-06-06,10378
Democratic,27,2017-06-06,3153
Libertarian,27,2017-06-06,150
Unaffiliated,27,2017-06-06,5315
Libertarian,27,2017-06-23,152
Democratic,27,2017-06-23,3147
Republican,27,2017-06-23,10386
Unaffiliated,27,2017-06-23,5320
Democratic,27,2017-08-02,3214
Republican,27,2017-08-02,10491
Libertarian,27,2017-08-02,155
Unaffiliated,27,2017-08-02,5387
Unaffiliated,27,2017-09-01,5449
Democratic,27,2017-09-01,3233
Libertarian,27,2017-09-01,159
Republican,27,2017-09-01,10555
Libertarian,27,2017-10-05,158
Unaffiliated,27,2017-10-05,5487
Democratic,27,2017-10-05,3240
Republican,27,2017-10-05,10577
Libertarian,27,2017-11-02,158
Unaffiliated,27,2017-11-02,5549
Republican,27,2017-11-02,10650
Democratic,27,2017-11-02,3249
Libertarian,27,2017-12-14,160
Republican,27,2017-12-14,10684
Democratic,27,2017-12-14,3268
Unaffiliated,27,2017-12-14,5584
Libertarian,28,2014-12-22,87
Unaffiliated,28,2014-12-22,4396
Democratic,28,2014-12-22,2682
Republican,28,2014-12-22,8231
Libertarian,28,2015-06-11,93
Unaffiliated,28,2015-06-11,4539
Republican,28,2015-06-11,8324
Democratic,28,2015-06-11,2719
Democratic,28,2015-09-04,2765
Libertarian,28,2015-09-04,95
Republican,28,2015-09-04,8384
Unaffiliated,28,2015-09-04,4629
Unaffiliated,28,2015-11-05,4689
Democratic,28,2015-11-05,2810
Libertarian,28,2015-11-05,99
Republican,28,2015-11-05,8421
Democratic,28,2015-11-19,2818
Libertarian,28,2015-11-19,101
Republican,28,2015-11-19,8429
Unaffiliated,28,2015-11-19,4692
Republican,28,2016-02-03,8499
Libertarian,28,2016-02-03,102
Democratic,28,2016-02-03,2847
Unaffiliated,28,2016-02-03,4716
Libertarian,28,2016-04-21,105
Republican,28,2016-04-21,8583
Unaffiliated,28,2016-04-21,4652
Democratic,28,2016-04-21,3034
Republican,28,2016-06-02,8656
Democratic,28,2016-06-02,3047
Libertarian,28,2016-06-02,106
Unaffiliated,28,2016-06-02,4676
Libertarian,28,2016-08-02,112
Unaffiliated,28,2016-08-02,4642
Republican,28,2016-08-02,8867
Democratic,28,2016-08-02,3120
Unaffiliated,28,2016-10-06,4498
Republican,28,2016-10-06,9137
Democratic,28,2016-10-06,3243
Libertarian,28,2016-10-06,120
Republican,28,2017-01-12,8852
Libertarian,28,2017-01-12,126
Democratic,28,2017-01-12,3167
Unaffiliated,28,2017-01-12,4439
Unaffiliated,28,2017-02-17,4480
Libertarian,28,2017-02-17,125
Democratic,28,2017-02-17,3193
Republican,28,2017-02-17,8861
Unaffiliated,28,2017-03-07,4486
Republican,28,2017-03-07,8853
Democratic,28,2017-03-07,3201
Libertarian,28,2017-03-07,120
Republican,28,2017-04-03,8853
Democratic,28,2017-04-03,3210
Libertarian,28,2017-04-03,119
Unaffiliated,28,2017-04-03,4503
Democratic,28,2017-05-11,3213
Libertarian,28,2017-05-11,122
Republican,28,2017-05-11,8878
Unaffiliated,28,2017-05-11,4541
Republican,28,2017-06-06,8875
Libertarian,28,2017-06-06,122
Unaffiliated,28,2017-06-06,4545
Democratic,28,2017-06-06,3227
Republican,28,2017-06-23,8877
Libertarian,28,2017-06-23,124
Unaffiliated,28,2017-06-23,4552
Democratic,28,2017-06-23,3236
Democratic,28,2017-08-02,3289
Republican,28,2017-08-02,8953
Unaffiliated,28,2017-08-02,4617
Libertarian,28,2017-08-02,128
Libertarian,28,2017-09-01,130
Democratic,28,2017-09-01,3320
Republican,28,2017-09-01,8957
Unaffiliated,28,2017-09-01,4664
Libertarian,28,2017-10-05,133
Democratic,28,2017-10-05,3335
Republican,28,2017-10-05,8961
Unaffiliated,28,2017-10-05,4703
Republican,28,2017-11-02,8878
Unaffiliated,28,2017-11-02,4638
Democratic,28,2017-11-02,3299
Libertarian,28,2017-11-02,133
Republican,28,2017-12-14,8883
Unaffiliated,28,2017-12-14,4675
Libertarian,28,2017-12-14,137
Democratic,28,2017-12-14,3303
Unaffiliated,29,2014-12-22,4954
Libertarian,29,2014-12-22,157
Democratic,29,2014-12-22,3770
Republican,29,2014-12-22,7022
Democratic,29,2015-06-11,3776
Republican,29,2015-06-11,6930
Unaffiliated,29,2015-06-11,5034
Libertarian,29,2015-06-11,164
Unaffiliated,29,2015-09-04,5073
Libertarian,29,2015-09-04,165
Democratic,29,2015-09-04,3827
Republican,29,2015-09-04,6951
Unaffiliated,29,2015-11-05,5101
Libertarian,29,2015-11-05,170
Republican,29,2015-11-05,6960
Democratic,29,2015-11-05,3876
Republican,29,2015-11-19,6967
Libertarian,29,2015-11-19,170
Democratic,29,2015-11-19,3890
Unaffiliated,29,2015-11-19,5110
Libertarian,29,2016-02-03,171
Unaffiliated,29,2016-02-03,5124
Democratic,29,2016-02-03,3927
Republican,29,2016-02-03,6985
Libertarian,29,2016-04-21,170
Democratic,29,2016-04-21,4224
Republican,29,2016-04-21,7005
Unaffiliated,29,2016-04-21,5054
Democratic,29,2016-06-02,4230
Republican,29,2016-06-02,7014
Libertarian,29,2016-06-02,174
Unaffiliated,29,2016-06-02,5055
Democratic,29,2016-08-02,4303
Republican,29,2016-08-02,7056
Libertarian,29,2016-08-02,181
Unaffiliated,29,2016-08-02,5140
Republican,29,2016-10-06,7196
Unaffiliated,29,2016-10-06,5061
Democratic,29,2016-10-06,4472
Libertarian,29,2016-10-06,183
Republican,29,2017-01-12,6918
Libertarian,29,2017-01-12,186
Democratic,29,2017-01-12,4267
Unaffiliated,29,2017-01-12,4874
Unaffiliated,29,2017-02-17,4904
Republican,29,2017-02-17,6914
Libertarian,29,2017-02-17,185
Democratic,29,2017-02-17,4289
Republican,29,2017-03-07,6897
Libertarian,29,2017-03-07,184
Unaffiliated,29,2017-03-07,4912
Democratic,29,2017-03-07,4292
Unaffiliated,29,2017-04-03,4937
Libertarian,29,2017-04-03,188
Democratic,29,2017-04-03,4310
Republican,29,2017-04-03,6899
Unaffiliated,29,2017-05-11,4952
Democratic,29,2017-05-11,4319
Libertarian,29,2017-05-11,191
Republican,29,2017-05-11,6905
Libertarian,29,2017-06-06,192
Unaffiliated,29,2017-06-06,4955
Democratic,29,2017-06-06,4322
Republican,29,2017-06-06,6911
Democratic,29,2017-06-23,4321
Unaffiliated,29,2017-06-23,4962
Libertarian,29,2017-06-23,194
Republican,29,2017-06-23,6906
Libertarian,29,2017-08-02,196
Republican,29,2017-08-02,6891
Unaffiliated,29,2017-08-02,4986
Democratic,29,2017-08-02,4343
Republican,29,2017-09-01,6916
Democratic,29,2017-09-01,4360
Unaffiliated,29,2017-09-01,5028
Libertarian,29,2017-09-01,198
Unaffiliated,29,2017-10-05,5031
Democratic,29,2017-10-05,4362
Republican,29,2017-10-05,6905
Libertarian,29,2017-10-05,195
Libertarian,29,2017-11-02,193
Republican,29,2017-11-02,6871
Democratic,29,2017-11-02,4350
Unaffiliated,29,2017-11-02,4998
Republican,29,2017-12-14,6872
Libertarian,29,2017-12-14,189
Unaffiliated,29,2017-12-14,5031
Democratic,29,2017-12-14,4372
Unaffiliated,30,2014-12-22,4745
Republican,30,2014-12-22,6424
Democratic,30,2014-12-22,3546
Libertarian,30,2014-12-22,172
Republican,30,2015-06-11,6403
Democratic,30,2015-06-11,3623
Libertarian,30,2015-06-11,174
Unaffiliated,30,2015-06-11,4813
Unaffiliated,30,2015-09-04,4865
Libertarian,30,2015-09-04,180
Republican,30,2015-09-04,6441
Democratic,30,2015-09-04,3651
Libertarian,30,2015-11-05,182
Republican,30,2015-11-05,6461
Democratic,30,2015-11-05,3687
Unaffiliated,30,2015-11-05,4918
Libertarian,30,2015-11-19,180
Democratic,30,2015-11-19,3699
Republican,30,2015-11-19,6476
Unaffiliated,30,2015-11-19,4924
Libertarian,30,2016-02-03,179
Democratic,30,2016-02-03,3719
Unaffiliated,30,2016-02-03,4890
Republican,30,2016-02-03,6491
Unaffiliated,30,2016-04-21,4832
Libertarian,30,2016-04-21,171
Republican,30,2016-04-21,6516
Democratic,30,2016-04-21,3968
Libertarian,30,2016-06-02,173
Democratic,30,2016-06-02,3980
Republican,30,2016-06-02,6520
Unaffiliated,30,2016-06-02,4830
Libertarian,30,2016-08-02,178
Republican,30,2016-08-02,6654
Democratic,30,2016-08-02,4057
Unaffiliated,30,2016-08-02,4855
Republican,30,2016-10-06,6847
Libertarian,30,2016-10-06,186
Unaffiliated,30,2016-10-06,4782
Democratic,30,2016-10-06,4280
Unaffiliated,30,2017-01-12,4617
Libertarian,30,2017-01-12,176
Republican,30,2017-01-12,6602
Democratic,30,2017-01-12,4087
Democratic,30,2017-02-17,4093
Unaffiliated,30,2017-02-17,4650
Republican,30,2017-02-17,6611
Libertarian,30,2017-02-17,178
Democratic,30,2017-03-07,4097
Republican,30,2017-03-07,6616
Unaffiliated,30,2017-03-07,4660
Libertarian,30,2017-03-07,176
Libertarian,30,2017-04-03,176
Republican,30,2017-04-03,6624
Unaffiliated,30,2017-04-03,4676
Democratic,30,2017-04-03,4096
Republican,30,2017-05-11,6627
Libertarian,30,2017-05-11,179
Unaffiliated,30,2017-05-11,4684
Democratic,30,2017-05-11,4102
Democratic,30,2017-06-06,4105
Unaffiliated,30,2017-06-06,4698
Libertarian,30,2017-06-06,182
Republican,30,2017-06-06,6630
Democratic,30,2017-06-23,4116
Libertarian,30,2017-06-23,183
Republican,30,2017-06-23,6625
Unaffiliated,30,2017-06-23,4697
Democratic,30,2017-08-02,4070
Republican,30,2017-08-02,6572
Unaffiliated,30,2017-08-02,4673
Libertarian,30,2017-08-02,181
Republican,30,2017-09-01,6599
Democratic,30,2017-09-01,4096
Libertarian,30,2017-09-01,187
Unaffiliated,30,2017-09-01,4721
Unaffiliated,30,2017-10-05,4742
Libertarian,30,2017-10-05,188
Democratic,30,2017-10-05,4096
Republican,30,2017-10-05,6597
Unaffiliated,30,2017-11-02,4746
Libertarian,30,2017-11-02,186
Democratic,30,2017-11-02,4085
Republican,30,2017-11-02,6596
Republican,30,2017-12-14,6611
Unaffiliated,30,2017-12-14,4781
Democratic,30,2017-12-14,4107
Libertarian,30,2017-12-14,190
Democratic,31,2014-12-22,5185
Unaffiliated,31,2014-12-22,4155
Libertarian,31,2014-12-22,120
Republican,31,2014-12-22,1715
Libertarian,31,2015-06-11,100
Democratic,31,2015-06-11,4307
Republican,31,2015-06-11,1527
Unaffiliated,31,2015-06-11,3359
Libertarian,31,2015-09-04,103
Unaffiliated,31,2015-09-04,3406
Democratic,31,2015-09-04,4332
Republican,31,2015-09-04,1534
Democratic,31,2015-11-05,4266
Libertarian,31,2015-11-05,105
Republican,31,2015-11-05,1506
Unaffiliated,31,2015-11-05,3325
Democratic,31,2015-11-19,4266
Libertarian,31,2015-11-19,105
Republican,31,2015-11-19,1516
Unaffiliated,31,2015-11-19,3338
Republican,31,2016-02-03,1539
Libertarian,31,2016-02-03,109
Democratic,31,2016-02-03,4307
Unaffiliated,31,2016-02-03,3418
Democratic,31,2016-04-21,4630
Libertarian,31,2016-04-21,107
Unaffiliated,31,2016-04-21,3448
